n_nodes,influence,communities,time,nodes
12.0,17.85,8,2,"[1063, 1416, 1068, 701, 792, 853, 926, 547, 1222, 19, 975, 952]"
20.0,29.98,7,3,"[1164, 1416, 780, 1061, 851, 884, 952, 1098, 1055, 215, 670, 1056, 922, 1030, 1015, 1063, 19, 925, 935, 103]"
6.0,11.26,4,2,"[955, 547, 933, 841, 952, 19]"
15.0,22.94,7,3,"[1164, 933, 841, 1435, 361, 767, 952, 954, 557, 927, 19, 1022, 908, 1055, 897]"
16.0,24.46,7,2,"[877, 1416, 1059, 701, 975, 759, 1015, 952, 53, 1406, 927, 1055, 1032, 1091, 557, 19]"
3.0,5.3,3,2,"[77, 892, 952]"
7.0,9.99,6,2,"[877, 1416, 1059, 701, 792, 853, 1009]"
23.0,35.02,6,3,"[181, 1055, 1059, 785, 952, 19, 918, 874, 215, 899, 1056, 103, 1266, 922, 1030, 1015, 828, 925, 1012, 959, 86, 944, 832]"
19.0,27.84,8,3,"[877, 1416, 1059, 701, 516, 759, 1015, 952, 53, 1406, 863, 1055, 329, 301, 1114, 862, 966, 19, 1242]"
22.0,32.09,8,3,"[877, 1416, 1059, 701, 975, 759, 1015, 952, 53, 1406, 863, 1055, 329, 301, 766, 966, 862, 1242, 400, 875, 19, 935]"
4.0,7.74,4,2,"[909, 952, 19, 1253]"
6.0,8.25,6,2,"[1184, 933, 582, 1011, 1435, 841]"
7.0,10.87,5,2,"[894, 1416, 2, 103, 918, 922, 952]"
9.0,15.23,4,2,"[181, 1055, 19, 918, 952, 1059, 103, 1266, 1385]"
20.0,30.87,6,3,"[307, 1055, 1059, 785, 918, 952, 874, 19, 899, 215, 1266, 828, 1063, 922, 935, 1056, 103, 1030, 925, 1015]"
15.0,24.07,5,3,"[955, 547, 1031, 841, 952, 19, 1098, 215, 899, 1056, 922, 1030, 1015, 828, 925]"
25.0,35.27,9,3,"[181, 1441, 19, 952, 1416, 982, 1393, 850, 1405, 329, 880, 742, 888, 922, 862, 1012, 334, 925, 1030, 959, 1380, 30, 912, 976, 1004]"
18.0,28.7,5,3,"[955, 1055, 918, 952, 1059, 103, 1266, 884, 148, 922, 215, 899, 1056, 1030, 19, 925, 1015, 828]"
24.0,36.56,6,3,"[909, 952, 19, 1416, 1059, 701, 792, 1266, 884, 874, 215, 796, 1056, 922, 1030, 1015, 989, 925, 1012, 959, 86, 1014, 912, 103]"
3.0,6.37,2,2,"[932, 1055, 952]"
10.0,15.91,7,2,"[909, 952, 19, 1059, 1416, 826, 218, 1072, 1055, 1320]"
14.0,22.9,6,3,"[955, 933, 818, 1435, 983, 767, 954, 952, 557, 927, 19, 1022, 908, 1055]"
18.0,28.45,6,3,"[181, 1055, 1059, 785, 918, 952, 874, 19, 899, 103, 215, 1323, 1056, 1030, 922, 1015, 828, 925]"
18.0,25.88,8,2,"[955, 1416, 2, 1082, 880, 1314, 850, 952, 1015, 922, 329, 19, 408, 766, 480, 1030, 925, 828]"
19.0,29.42,7,3,"[955, 1416, 1059, 701, 792, 926, 850, 952, 1027, 1251, 329, 975, 301, 19, 1114, 828, 1055, 966, 1029]"
5.0,9.33,2,2,"[193, 1055, 367, 952, 19]"
6.0,9.68,5,2,"[1164, 933, 841, 989, 952, 499]"
9.0,13.44,6,2,"[877, 1416, 1059, 1225, 529, 759, 1015, 952, 1055]"
23.0,34.66,7,3,"[955, 1416, 132, 701, 792, 926, 899, 952, 1056, 103, 1266, 922, 1030, 1015, 19, 828, 1055, 925, 1012, 959, 86, 944, 832]"
11.0,14.56,8,2,"[259, 1416, 780, 1061, 826, 914, 820, 1072, 1055, 1320, 329]"
15.0,20.74,8,2,"[955, 1416, 2, 439, 880, 1314, 850, 952, 922, 863, 766, 1040, 329, 1215, 897]"
6.0,12.02,3,2,"[855, 1055, 19, 989, 952, 103]"
17.0,27.48,3,3,"[955, 1055, 918, 1059, 103, 952, 542, 884, 148, 922, 215, 899, 1056, 1030, 925, 1015, 19]"
18.0,28.97,4,3,"[518, 933, 1059, 103, 918, 1266, 979, 952, 975, 19, 1055, 329, 1015, 1012, 959, 174, 1014, 912]"
9.0,15.16,5,2,"[935, 1055, 19, 918, 952, 832, 529, 759, 1015]"
22.0,33.06,6,3,"[909, 952, 1130, 19, 701, 1416, 792, 1266, 884, 874, 215, 796, 1056, 922, 989, 1012, 959, 925, 1015, 86, 1030, 1014]"
7.0,12.67,4,2,"[955, 933, 913, 103, 832, 952, 19]"
10.0,17.28,5,2,"[877, 1416, 701, 1059, 975, 1045, 1320, 952, 19, 1055]"
16.0,26.02,6,3,"[745, 933, 1059, 103, 918, 1266, 979, 952, 975, 1015, 276, 862, 19, 86, 1014, 912]"
14.0,23.4,4,3,"[955, 933, 1059, 103, 918, 1266, 947, 1015, 975, 952, 276, 19, 908, 1055]"
17.0,24.22,8,3,"[181, 1441, 19, 952, 982, 1416, 1393, 850, 1405, 880, 329, 319, 888, 922, 862, 1012, 334]"
13.0,22.14,5,3,"[633, 933, 1055, 103, 918, 1059, 1266, 952, 979, 862, 19, 975, 1015]"
13.0,19.52,8,2,"[153, 1416, 780, 1061, 1391, 914, 952, 1072, 1055, 1320, 875, 19, 862]"
21.0,31.97,7,3,"[877, 1416, 1059, 19, 884, 874, 1015, 215, 103, 1055, 952, 1266, 0, 959, 113, 922, 1056, 899, 828, 925, 1030]"
21.0,30.43,8,3,"[1064, 557, 818, 1435, 933, 767, 983, 1266, 454, 796, 952, 19, 1056, 8, 1030, 989, 1015, 925, 1012, 959, 103]"
21.0,32.44,6,3,"[955, 1416, 132, 701, 1251, 926, 1266, 952, 899, 1055, 1012, 922, 103, 1056, 959, 828, 1015, 925, 86, 19, 1030]"
25.0,36.09,8,3,"[181, 1055, 1416, 19, 982, 952, 1393, 850, 1405, 329, 880, 742, 888, 922, 862, 851, 334, 925, 1030, 959, 1380, 30, 912, 976, 1004]"
14.0,22.65,7,3,"[1164, 933, 841, 1435, 983, 952, 767, 954, 557, 1418, 19, 1022, 908, 1055]"
17.0,25.84,7,2,"[1164, 1416, 780, 1106, 826, 914, 952, 922, 884, 148, 215, 899, 1056, 1030, 925, 1015, 19]"
24.0,33.79,8,3,"[909, 952, 19, 1416, 792, 701, 759, 1015, 343, 1406, 486, 828, 215, 899, 1056, 922, 1030, 1135, 1012, 959, 1380, 944, 912, 832]"
13.0,20.16,7,2,"[955, 1416, 132, 701, 239, 914, 1072, 952, 1320, 875, 862, 19, 1055]"
16.0,26.45,4,3,"[955, 933, 947, 103, 918, 1059, 1266, 1015, 908, 952, 86, 1014, 975, 1248, 912, 19]"
