n_nodes,influence,communities,time,nodes
68.0,500.91,7,11,"[3555, 756, 2622, 1167, 794, 4271, 4925, 4751, 410, 5022, 2824, 1778, 93, 3063, 483, 4762, 5402, 5037, 2634, 3514, 4609, 4720, 2248, 1079, 5029, 4937, 2300, 3526, 5229, 4911, 4984, 3516, 2599, 4963, 366, 5620, 793, 4523, 433, 3249, 2528, 2346, 3816, 58, 1578, 5178, 2678, 2990, 3881, 4734, 2637, 1628, 4075, 5220, 813, 1733, 5598, 1470, 2247, 4811, 878, 4727, 3549, 1465, 261, 3219, 21, 3462]"
10.0,234.67,8,15,"[5071, 306, 3881, 1136, 3544, 4075, 2545, 3063, 3659, 4271]"
23.0,343.69,8,14,"[2678, 4398, 3548, 2032, 4984, 1951, 3627, 3974, 4156, 813, 2545, 1938, 5682, 21, 4766, 4271, 4767, 5022, 2367, 218, 2656, 4609, 1417]"
9.0,228.8,7,15,"[3555, 756, 2032, 1136, 3937, 4271, 4751, 410, 3063]"
49.00000000000001,448.0,8,11,"[2678, 4398, 3548, 4984, 3974, 1951, 2032, 4156, 2545, 2356, 3627, 4911, 2372, 813, 5104, 410, 21, 2986, 5022, 3516, 4130, 4271, 218, 3071, 5435, 4696, 1466, 261, 2424, 4551, 4875, 4609, 4800, 498, 4882, 3631, 3462, 306, 4311, 480, 1363, 1994, 1423, 1915, 775, 1805, 1324, 5598, 3219]"
21.0,339.67,8,14,"[2678, 4398, 3548, 3799, 2032, 4630, 1951, 5316, 4156, 2656, 4609, 1417, 3627, 4766, 2545, 813, 4767, 21, 5682, 1938, 5022]"
28.0,379.58,8,13,"[2678, 4398, 3548, 1951, 4984, 2032, 3627, 3799, 4156, 2545, 5682, 1938, 813, 4766, 4271, 21, 4767, 1417, 1994, 3192, 2424, 2514, 1915, 1805, 1423, 2656, 5598, 4609]"
24.0,359.3,8,13,"[2678, 4398, 3548, 4984, 3974, 4438, 2032, 4156, 2356, 2545, 3627, 4911, 2372, 813, 5104, 1538, 4609, 21, 1994, 1805, 4271, 1423, 2424, 1915]"
29.0,383.61,7,13,"[3555, 756, 2032, 1136, 4766, 838, 4271, 410, 5022, 210, 3063, 4762, 5682, 2623, 2545, 4767, 1417, 4810, 2656, 601, 4467, 4609, 4778, 2680, 1364, 3924, 1538, 2986, 3845]"
49.00000000000001,452.85,7,11,"[5071, 3154, 1136, 794, 483, 558, 1778, 4762, 359, 3063, 2545, 5682, 4271, 21, 1938, 4766, 5104, 410, 2986, 3516, 5022, 4130, 218, 4609, 3071, 5435, 4696, 1466, 261, 2424, 4551, 4875, 4800, 498, 4882, 3631, 3462, 306, 4311, 2841, 1363, 1994, 1423, 1915, 775, 1805, 1324, 5598, 3219]"
51.0,461.95,6,12,"[2678, 756, 4773, 210, 2032, 410, 4762, 4751, 3063, 3081, 2986, 2680, 4767, 483, 1994, 5552, 4882, 5022, 2841, 3631, 4609, 4236, 2656, 3071, 306, 813, 775, 2651, 21, 498, 4311, 3428, 2458, 4874, 4237, 1915, 4911, 3516, 5220, 4173, 4850, 4718, 1138, 868, 1412, 3219, 3046, 3192, 2424, 2985, 5598]"
13.0,297.29,6,15,"[3730, 1329, 483, 1324, 1136, 4609, 4271, 2356, 564, 4984, 4156, 2678, 2680]"
9.0,256.21,5,16,"[2678, 756, 1136, 2686, 4751, 2032, 3063, 410, 4271]"
48.0,448.88,6,12,"[2678, 756, 2338, 210, 2032, 410, 4762, 4751, 3081, 3063, 2986, 2680, 4767, 483, 5552, 4882, 1994, 5022, 2841, 3631, 4236, 2656, 3071, 4609, 306, 813, 775, 2651, 498, 4311, 21, 3428, 2458, 4874, 4237, 1915, 4911, 3516, 4173, 4850, 4718, 1138, 868, 5220, 1412, 2424, 2985, 3192]"
8.0,197.17,7,15,"[3555, 756, 312, 1578, 5022, 3819, 3219, 5598]"
18.0,330.51,7,14,"[2678, 4398, 3548, 1951, 3974, 2545, 4984, 4040, 2680, 4156, 2032, 1417, 913, 1994, 4609, 2986, 4271, 21]"
26.0,386.8,6,13,"[5071, 794, 5073, 3063, 4271, 1136, 2164, 5682, 4762, 4156, 2545, 4609, 21, 3192, 2985, 3877, 2273, 1805, 1994, 3219, 3046, 5598, 2424, 1538, 4778, 1423]"
13.0,267.32,8,14,"[2678, 4398, 3548, 4984, 3974, 1951, 2032, 4156, 3575, 2356, 3627, 410, 4271]"
11.0,278.55,5,15,"[1690, 756, 3063, 5336, 1578, 21, 4156, 4984, 3219, 5022, 5598]"
38.0,427.74,8,12,"[2678, 4398, 3548, 4984, 3974, 1951, 2032, 4156, 2545, 2356, 3627, 4911, 2372, 813, 3690, 410, 3516, 21, 5022, 4130, 218, 2986, 3071, 5435, 4696, 4271, 2985, 2660, 3192, 4609, 2424, 5598, 1994, 1324, 1805, 1423, 3219, 1915]"
16.0,313.09,6,14,"[167, 2622, 483, 4850, 4984, 1136, 3845, 3238, 1994, 2678, 4271, 2032, 3950, 210, 410, 5022]"
34.0,413.32,8,13,"[2678, 4447, 3548, 3799, 1951, 2032, 4925, 4984, 4751, 410, 3627, 2824, 2541, 5022, 1938, 813, 218, 5682, 775, 4311, 1805, 1423, 4882, 3631, 4766, 3192, 2424, 1994, 2656, 1417, 4609, 5598, 3219, 21]"
22.0,349.89,6,14,"[3555, 756, 2032, 1136, 4766, 4751, 4271, 410, 5022, 5338, 3063, 4762, 5682, 2623, 2545, 4767, 1417, 4810, 2656, 4609, 2986, 2680]"
47.0,448.3,7,12,"[2678, 4447, 3548, 1324, 4984, 2032, 1136, 5578, 2356, 483, 564, 4767, 4271, 5435, 2656, 4609, 4882, 4696, 2986, 21, 3631, 1994, 3071, 306, 813, 5022, 775, 2651, 498, 4311, 410, 3428, 4173, 4911, 3516, 5220, 210, 4850, 4874, 5047, 2375, 4237, 2436, 3046, 2193, 5598, 2985]"
62.0,489.08,8,10,"[3555, 756, 3063, 5336, 1136, 4766, 1578, 2546, 410, 5022, 4271, 5682, 4751, 210, 2623, 2545, 4767, 4810, 2656, 601, 4467, 4778, 1417, 2680, 1364, 3924, 1538, 4609, 3845, 5598, 1423, 4311, 2986, 2660, 2424, 2193, 4882, 1915, 2901, 3219, 21, 4130, 2985, 5573, 3816, 3631, 1994, 5500, 5220, 1324, 2198, 1138, 813, 3192, 2990, 5424, 1465, 1466, 4718, 1470, 4551, 4800]"
14.0,306.24,6,14,"[3555, 756, 2032, 1136, 4766, 4271, 4751, 410, 5022, 549, 2634, 3219, 1138, 4778]"
55.0,475.95,8,12,"[5071, 3881, 2622, 1136, 3544, 306, 5682, 2623, 2545, 4751, 4271, 4767, 410, 4810, 2656, 601, 4467, 4778, 2680, 1364, 3924, 1538, 3845, 210, 5598, 2021, 2198, 4609, 372, 1423, 2193, 4882, 3219, 21, 5022, 4130, 2985, 2986, 1578, 1324, 4311, 2424, 2660, 813, 2032, 2990, 3631, 1470, 5573, 1994, 2901, 5220, 3816, 1138, 5500]"
32.0,399.92,8,12,"[2678, 4447, 3548, 4984, 2032, 1951, 3627, 3799, 4156, 3063, 4767, 4271, 483, 2680, 4696, 4609, 2660, 1088, 4902, 21, 1324, 1805, 1423, 2985, 3071, 813, 3192, 3219, 2424, 1915, 3516, 5598]"
14.0,300.2,7,14,"[5071, 3881, 2622, 1136, 3544, 2634, 4778, 5727, 2032, 4271, 3219, 1138, 410, 5022]"
34.0,415.85,6,13,"[2678, 756, 4773, 4552, 5022, 3063, 2032, 4925, 4984, 4751, 1417, 410, 1994, 2656, 2676, 2824, 2541, 1938, 813, 5682, 3631, 218, 3219, 775, 4311, 1805, 1423, 4882, 4609, 5598, 4766, 3192, 2424, 21]"
50.0,459.81,7,11,"[2678, 756, 2686, 1136, 2032, 4751, 3063, 410, 3593, 4278, 2366, 1417, 4271, 3219, 1138, 1778, 93, 4762, 5037, 5402, 2634, 4609, 3514, 4720, 2707, 1079, 5029, 4937, 2300, 3526, 5229, 4911, 5022, 3516, 2599, 4963, 366, 5620, 3428, 4523, 3816, 3881, 2990, 1470, 4075, 5220, 4734, 813, 433, 3249]"
40.0,429.81,8,13,"[2678, 4447, 3548, 2032, 1951, 4984, 3627, 3799, 4925, 4751, 813, 410, 5022, 2824, 1778, 93, 3063, 4762, 4692, 483, 5037, 2634, 3514, 4720, 2248, 1079, 4609, 5029, 4937, 2300, 3526, 5229, 4911, 3516, 2599, 4963, 5620, 793, 366, 4523]"
52.0,463.11,8,12,"[5071, 3881, 2622, 1136, 3544, 306, 5682, 2623, 2545, 4751, 1693, 4767, 410, 4810, 2656, 601, 4467, 4778, 2680, 1364, 3924, 1538, 3845, 210, 5598, 2021, 2198, 4609, 372, 1423, 2193, 4882, 3219, 21, 5022, 4130, 2985, 2986, 1578, 1324, 4311, 2424, 2660, 813, 2032, 2990, 3631, 1470, 5573, 2901, 5220, 1994]"
17.0,317.71,8,14,"[5071, 306, 3881, 1136, 3544, 4075, 2545, 3063, 3593, 459, 4278, 2366, 1417, 5037, 2634, 3219, 1138]"
30.0,394.11,8,14,"[3555, 756, 312, 1578, 5022, 3819, 410, 5598, 3219, 3627, 2824, 2541, 2237, 813, 218, 5682, 775, 4311, 1805, 1423, 4882, 3631, 4766, 3192, 2424, 1994, 2656, 1417, 4609, 21]"
15.0,306.97,7,15,"[2678, 2545, 3548, 1951, 4398, 4040, 2680, 1417, 4984, 3974, 4156, 1555, 1994, 4271, 2032]"
42.0,441.22,8,12,"[3555, 756, 5266, 2032, 4984, 1136, 1963, 4751, 483, 4609, 1417, 4766, 380, 1938, 2424, 2356, 5022, 1138, 2545, 3219, 3877, 21, 4767, 1959, 2985, 1324, 813, 2990, 5424, 5682, 4911, 4718, 3631, 3816, 3516, 1592, 1465, 2656, 2367, 1994, 5598, 218]"
35.0,415.78,7,12,"[3555, 756, 2032, 1136, 4751, 483, 4766, 2356, 5022, 4271, 3877, 1938, 4762, 2424, 2545, 4609, 3219, 813, 1138, 4767, 5682, 21, 1959, 4984, 3516, 4718, 3816, 2656, 1417, 1994, 218, 1324, 4911, 5268, 2367]"
32.0,409.2,6,13,"[3555, 756, 1136, 2032, 4766, 5022, 5338, 4751, 4271, 5682, 3063, 4762, 2623, 410, 2545, 4767, 1417, 4810, 1423, 2966, 3071, 813, 3192, 2680, 3219, 21, 2424, 1915, 4609, 2986, 3516, 5598]"
25.0,371.5,8,13,"[2678, 4447, 3548, 4984, 2032, 1951, 3627, 3799, 4156, 3063, 4767, 775, 4311, 4271, 4882, 4766, 4609, 1805, 813, 1423, 21, 3219, 2536, 3192, 5598]"
5.0,151.45,4,13,"[2678, 1580, 483, 4984, 3126]"
5.0,143.3,6,14,"[3555, 4696, 4984, 483, 2678]"
51.0,461.7,8,12,"[3555, 1907, 3937, 2032, 1136, 4271, 4751, 410, 2545, 3063, 2356, 2372, 3631, 3690, 4043, 5022, 4130, 21, 4911, 3627, 1994, 3233, 3071, 4696, 2660, 1324, 218, 775, 4882, 2458, 4874, 2986, 813, 3192, 4237, 1915, 3516, 5220, 1426, 2424, 2985, 4850, 4718, 3219, 2656, 4609, 5598, 1138, 868, 1412, 3046]"
73.0,515.56,7,11,"[5071, 794, 2622, 4271, 483, 1136, 2356, 4609, 2545, 4762, 3877, 5104, 3383, 2623, 4767, 2656, 4347, 1538, 1417, 2680, 4778, 5598, 2467, 422, 4720, 2248, 1079, 5029, 5500, 4937, 2300, 3526, 5229, 2599, 4963, 366, 4911, 3516, 5620, 793, 4523, 433, 4161, 2528, 2346, 58, 4130, 3816, 2985, 5573, 3631, 1994, 2986, 1578, 2990, 4075, 1324, 480, 5220, 1138, 3881, 3192, 5424, 1470, 1466, 4718, 4551, 2615, 261, 3462, 3219, 1465, 21]"
37.0,423.8,8,13,"[3555, 4984, 4696, 3937, 2032, 1136, 4751, 4271, 410, 3063, 3631, 2545, 2356, 1994, 4911, 21, 5022, 2372, 3690, 4043, 4130, 4637, 2986, 3071, 813, 5435, 2985, 2660, 1324, 4609, 5598, 3192, 218, 1805, 1423, 2424, 3219]"
17.0,325.48,6,15,"[3555, 756, 2397, 1578, 5336, 4984, 4156, 4766, 4609, 1805, 813, 1423, 333, 3219, 2536, 3192, 5598]"
31.0,397.64,7,13,"[3555, 756, 1136, 2032, 4766, 5022, 5338, 4751, 5682, 4271, 3063, 4762, 2623, 410, 2545, 4767, 4810, 1423, 2966, 1417, 3071, 813, 3192, 2680, 3219, 4609, 21, 1915, 2424, 3516, 1587]"
6.0,203.78,5,14,"[2678, 4398, 865, 1778, 1136, 4271]"
72.0,507.52,8,11,"[5071, 794, 2622, 4762, 2545, 4271, 1136, 3428, 2356, 483, 2678, 3543, 4609, 3799, 1132, 410, 4911, 3071, 3516, 4850, 4173, 2436, 564, 2656, 1417, 261, 3462, 775, 210, 498, 5500, 4696, 4874, 1423, 868, 4237, 3342, 1805, 2193, 3046, 4882, 3219, 21, 2424, 5022, 4130, 5435, 1915, 2985, 2032, 1578, 2660, 2986, 4311, 1324, 813, 2990, 3631, 5424, 1465, 1466, 2901, 3816, 3192, 1470, 5573, 4551, 1138, 1994, 480, 5220, 4718]"
29.0,383.43,8,13,"[2678, 4447, 3548, 5358, 4925, 3799, 2032, 4984, 2824, 1778, 4751, 5278, 2545, 3627, 5022, 422, 4602, 606, 1417, 4762, 4278, 3063, 1423, 2656, 5500, 2680, 4778, 1538, 4609]"
62.0,490.37,7,11,"[5071, 756, 3063, 1136, 5336, 4766, 2546, 5682, 2545, 2623, 1417, 1915, 3192, 4751, 4271, 4810, 4467, 2656, 5424, 601, 4767, 1465, 410, 1466, 1364, 3924, 4718, 2680, 5598, 4551, 4778, 210, 4800, 4609, 1538, 3845, 1423, 2193, 4882, 3219, 21, 2424, 2198, 5022, 403, 2985, 2660, 2986, 4311, 1578, 1324, 813, 2990, 3631, 5500, 1470, 1138, 5220, 3816, 5573, 1994, 2901]"
73.0,513.79,8,11,"[5071, 2665, 2622, 1136, 3544, 306, 5682, 2623, 2545, 4271, 4751, 4767, 4810, 410, 3063, 4762, 5402, 483, 5037, 2634, 3514, 4720, 2248, 1079, 5029, 4937, 2300, 3526, 5229, 2599, 4609, 4963, 366, 4911, 3219, 5022, 2985, 2986, 1578, 1324, 4130, 21, 3516, 813, 2032, 5620, 2990, 3631, 1470, 5573, 1994, 793, 5220, 1138, 5500, 3816, 4523, 433, 4161, 2528, 2346, 58, 4075, 480, 3192, 5424, 1466, 4718, 4551, 4800, 261, 3462, 1465]"
9.0,246.8,6,15,"[5606, 4398, 865, 1778, 1136, 4271, 2545, 3063, 3659]"
13.0,276.71,7,15,"[3555, 756, 2032, 1136, 3937, 3219, 4751, 5598, 3816, 1290, 4278, 1423, 5500]"
28.0,381.99,7,14,"[3555, 756, 3063, 1578, 4447, 5022, 2986, 1951, 3799, 410, 2680, 2032, 4751, 4767, 483, 5552, 2841, 4236, 2035, 4609, 775, 813, 4882, 3219, 4311, 4669, 3192, 5598]"
60.0,481.27,8,11,"[5071, 794, 2622, 4762, 2545, 1136, 4271, 3428, 2356, 3543, 2678, 483, 3799, 1132, 4911, 3071, 4609, 3516, 4850, 410, 4173, 2436, 564, 261, 2198, 3935, 2656, 4800, 1417, 1423, 5500, 2193, 4882, 210, 3219, 21, 5022, 4130, 2985, 2986, 1324, 813, 2990, 3631, 2424, 5424, 2112, 1466, 1915, 3192, 1470, 5573, 4551, 1994, 2901, 4311, 2660, 5220, 3816, 1138]"
8.0,220.63,6,14,"[3555, 5279, 2686, 1136, 3196, 4751, 3219, 5598]"
7.0,227.89,5,15,"[2777, 756, 2032, 1136, 4984, 4156, 3063]"
6.0,194.46,6,13,"[3555, 756, 2697, 1778, 4271, 1136]"
24.0,362.9,7,13,"[5071, 794, 2622, 4762, 4271, 2545, 3428, 1136, 2356, 3543, 2678, 483, 3799, 1132, 4911, 3071, 1815, 4850, 4173, 4609, 410, 3219, 3192, 5022]"
23.0,351.41,6,14,"[5071, 794, 2622, 4271, 483, 1136, 4609, 2356, 4762, 3877, 2545, 5104, 3383, 2623, 4767, 815, 4347, 1538, 4778, 5598, 1417, 2467, 2680]"
16.0,301.81,8,15,"[5071, 794, 2032, 3548, 4398, 410, 2356, 3627, 4609, 2545, 728, 3974, 4156, 5222, 2986, 21]"
20.0,338.32,6,14,"[5071, 794, 2622, 4271, 483, 1136, 2356, 4609, 4762, 3877, 2545, 5329, 4751, 2623, 3063, 4354, 3219, 2536, 3192, 5598]"
60.0,487.37,7,11,"[2678, 4398, 483, 3126, 4984, 2546, 5022, 5682, 4751, 210, 2623, 2545, 4271, 410, 4767, 4810, 2656, 601, 4467, 4778, 1417, 2680, 1364, 3924, 1538, 4609, 3845, 5598, 1423, 4311, 2986, 2660, 2424, 2193, 4882, 1915, 2901, 3219, 21, 4130, 2985, 5573, 3816, 3631, 1994, 5500, 5220, 1324, 2198, 1138, 813, 3192, 2990, 5424, 1465, 1466, 3935, 1470, 4551, 4594]"
21.0,349.72,7,14,"[3555, 4984, 4696, 2718, 2032, 1136, 4271, 4751, 410, 3063, 3631, 2545, 2356, 1994, 4911, 21, 5022, 2372, 3690, 3219, 5598]"
65.0,498.5,8,11,"[3555, 756, 2032, 1136, 3937, 3799, 4751, 4925, 4984, 2824, 3816, 1778, 3627, 813, 93, 5022, 410, 3063, 4762, 5402, 483, 5037, 2634, 3514, 4720, 3531, 1079, 5029, 4937, 2300, 3526, 4609, 5229, 2599, 4963, 366, 4911, 3516, 5620, 793, 4523, 433, 4161, 2528, 2346, 58, 4130, 2985, 5573, 3631, 1994, 726, 2986, 1578, 2990, 4075, 1324, 480, 5220, 1138, 3881, 3192, 5424, 1470, 1466]"
12.0,274.02,7,15,"[3555, 5279, 2686, 1136, 2032, 4751, 3593, 3219, 4278, 4271, 3063, 3628]"
32.0,402.61,7,13,"[2678, 2545, 3548, 1951, 4398, 4040, 3063, 4767, 483, 2680, 4984, 4156, 4696, 4609, 2660, 1088, 4902, 21, 4271, 2032, 1324, 93, 1423, 2985, 3071, 813, 3192, 3219, 2424, 1915, 3516, 5598]"
15.0,297.41,8,15,"[2678, 4398, 3548, 4984, 3974, 1778, 2032, 4156, 3575, 2356, 3627, 410, 4271, 2467, 2680]"
