n_nodes,influence,communities,time,nodes
20.0,139.16,4,11,"[1719, 2313, 2567, 2112, 2828, 2038, 1676, 1082, 2775, 2751, 1022, 2543, 1275, 1613, 2483, 675, 1541, 1233, 1042, 1300]"
19.0,112.65,7,11,"[2987, 2105, 2102, 1140, 1082, 2038, 1401, 2337, 1613, 2543, 1766, 1946, 311, 170, 3022, 2173, 876, 968, 1628]"
27.0,153.21,7,11,"[1914, 2378, 2286, 2992, 341, 1863, 1082, 1867, 1022, 2112, 963, 2775, 2502, 172, 1104, 675, 1541, 1042, 1300, 658, 2038, 1772, 1233, 1310, 1045, 1295, 2186]"
56.0,240.06,5,10,"[1914, 2105, 2102, 1676, 2038, 1613, 1082, 2543, 1401, 2337, 1275, 2193, 2173, 1226, 58, 963, 1576, 2112, 555, 2034, 513, 675, 1300, 1574, 717, 1689, 1541, 1042, 463, 127, 2053, 1952, 1331, 1233, 2045, 518, 493, 829, 2076, 2451, 2985, 1906, 1060, 2488, 2754, 2683, 2445, 1772, 1844, 2101, 2519, 658, 1090, 1295, 741, 2388]"
75.0,288.38,4,10,"[1914, 2230, 2105, 2595, 2198, 1676, 1082, 2038, 2088, 1745, 1022, 928, 1275, 2410, 2174, 1935, 2516, 2043, 1233, 458, 2605, 1924, 2191, 1744, 2825, 2112, 1610, 1300, 1237, 2072, 1463, 1884, 1986, 963, 1042, 2367, 1304, 433, 493, 975, 2008, 2365, 2530, 1310, 2106, 1883, 1541, 1591, 2201, 675, 1119, 2167, 1681, 538, 1378, 2037, 1796, 2091, 2221, 1944, 2113, 861, 1945, 1829, 1748, 1923, 2375, 1545, 2417, 2519, 658, 1090, 1295, 741, 2388]"
27.0,167.87,5,11,"[1914, 2230, 2595, 2105, 2198, 2191, 1946, 1082, 1676, 1362, 2038, 2148, 1385, 2475, 160, 2534, 1613, 963, 2543, 2173, 2112, 675, 1541, 2186, 1300, 1480, 2024]"
20.0,123.93,6,11,"[51, 1977, 2148, 263, 1884, 1863, 1082, 1275, 1861, 963, 2112, 2775, 2502, 172, 675, 1541, 1042, 1300, 1233, 2038]"
49.00000000000001,230.65,4,10,"[1914, 2105, 2102, 1676, 2038, 1082, 1613, 1401, 2543, 2193, 1275, 2337, 2173, 494, 1107, 1042, 1946, 963, 1103, 1300, 675, 1541, 2191, 540, 1233, 2446, 2112, 546, 2136, 1745, 775, 1633, 2186, 1896, 2088, 2595, 1037, 528, 2076, 1781, 2106, 1772, 1944, 2553, 2616, 2275, 1522, 2547, 1285]"
37.0,195.34,6,11,"[1914, 2230, 2595, 2105, 2198, 2088, 1745, 1082, 1676, 2136, 2468, 1275, 3014, 540, 1233, 2446, 1613, 2369, 2543, 2173, 2029, 2193, 2147, 1042, 1928, 493, 10, 1480, 2024, 160, 1300, 2112, 2186, 675, 963, 1541, 2534]"
54.0,242.97,4,11,"[1914, 1676, 1681, 1082, 2102, 1401, 2038, 2193, 1275, 1613, 2337, 2543, 2173, 675, 555, 1541, 1300, 1107, 1042, 963, 1946, 1103, 2191, 540, 1233, 2112, 2446, 546, 2136, 1745, 775, 1633, 2186, 1896, 2088, 2595, 1037, 528, 2076, 1781, 2106, 1772, 1944, 2553, 2616, 2275, 1522, 2547, 1285, 2101, 1245, 1844, 1788, 2079]"
43.0,209.22,5,11,"[1914, 2230, 2198, 2105, 3014, 2595, 1480, 1082, 2038, 1946, 1676, 1275, 1745, 2136, 1103, 2088, 2191, 546, 2173, 775, 2543, 1633, 1896, 1613, 1037, 1233, 528, 540, 2076, 1781, 1772, 2112, 2446, 1944, 2553, 2616, 2275, 1522, 963, 2547, 1541, 2956, 1300]"
12.0,96.21,5,11,"[1021, 2102, 2105, 1676, 1082, 2543, 2038, 3012, 1613, 55, 2112, 963]"
10.0,88.65,4,10,"[2482, 2397, 2148, 2754, 1235, 2038, 1070, 1923, 2037, 538]"
24.0,154.16,5,11,"[1914, 2230, 2595, 2105, 2198, 2191, 1946, 1082, 1676, 1362, 2038, 2148, 1167, 2475, 160, 2534, 1613, 963, 2543, 2173, 2112, 675, 1541, 2186]"
63.0,258.78,6,10,"[2482, 372, 2101, 830, 794, 1676, 1613, 2337, 1082, 92, 1275, 1946, 2173, 1103, 1370, 2193, 2595, 2530, 1633, 2088, 2167, 490, 1107, 2038, 1591, 963, 975, 2091, 2106, 1883, 2201, 1119, 675, 1378, 2008, 1796, 861, 2113, 2365, 2037, 1310, 1042, 2221, 2417, 2112, 1681, 1914, 1300, 1748, 1545, 1944, 2375, 1829, 1945, 1923, 493, 2519, 658, 1541, 1090, 481, 741, 2388]"
40.0,205.29,3,11,"[1914, 1215, 1613, 1766, 2102, 1362, 1676, 1082, 2038, 2193, 2148, 1042, 1022, 2173, 555, 2130, 1107, 1370, 2543, 1541, 1545, 2186, 1295, 658, 1300, 1045, 2461, 1310, 1699, 675, 1084, 2112, 1090, 963, 1104, 2388, 2519, 488, 1772, 2034]"
29.0,170.2,5,11,"[1914, 2105, 1613, 1766, 1567, 1362, 1676, 1082, 2038, 2193, 1042, 2173, 1022, 555, 2130, 2148, 1107, 1633, 928, 2410, 3014, 1628, 2079, 2198, 963, 675, 1300, 1541, 122]"
16.0,117.63,5,11,"[2482, 2111, 269, 2105, 2595, 1676, 2038, 1082, 1613, 2198, 433, 1022, 2483, 963, 1275, 1772]"
33.0,167.64,7,11,"[1914, 2105, 2102, 2286, 2038, 2992, 341, 1863, 767, 2775, 1022, 2483, 2398, 1233, 1772, 963, 58, 1463, 2112, 992, 1541, 1300, 711, 2053, 1576, 2029, 1095, 1042, 2519, 658, 1090, 1295, 675]"
46.0,210.76,7,10,"[1914, 2378, 2105, 2286, 2992, 341, 1401, 2337, 2038, 1275, 2371, 1226, 2193, 58, 963, 1613, 1576, 513, 1574, 717, 1689, 2112, 1300, 463, 2034, 555, 675, 1233, 1042, 127, 1541, 493, 2053, 1952, 1060, 517, 2045, 518, 829, 2076, 2451, 2985, 1906, 2270, 2754, 1772]"
33.0,186.7,6,11,"[2482, 372, 2101, 830, 794, 1676, 1613, 2337, 1082, 92, 1275, 1946, 2173, 1103, 1370, 2193, 2595, 2530, 1633, 2029, 1095, 1295, 184, 2038, 1090, 675, 963, 1541, 1042, 658, 1300, 2519, 1914]"
26.0,152.52,6,11,"[1836, 1233, 269, 2105, 522, 2038, 1676, 1082, 1613, 2198, 2543, 2088, 1745, 2136, 1275, 3014, 981, 2446, 2173, 1480, 1788, 2043, 458, 2605, 1073, 1042]"
55.0,239.82,6,11,"[2482, 372, 2101, 830, 794, 1676, 1613, 2337, 1082, 92, 1275, 1946, 2173, 1103, 1370, 2193, 2595, 2530, 1633, 2088, 2167, 490, 1107, 2038, 975, 1591, 963, 2091, 2106, 1045, 1295, 1923, 1119, 1796, 1541, 2201, 2008, 1545, 861, 675, 1681, 658, 2113, 2417, 1300, 1944, 766, 1310, 1829, 2112, 1090, 2375, 2388, 2519, 493]"
18.0,122.39,6,11,"[2482, 1233, 269, 2105, 2595, 2038, 1676, 1082, 1613, 1210, 2543, 2088, 1745, 2136, 1275, 3014, 981, 2446]"
12.0,95.51,6,10,"[2334, 1226, 2102, 2983, 1676, 1082, 1613, 2038, 3012, 55, 2112, 963]"
6.0,66.27,3,10,"[1914, 2230, 2148, 2754, 2567, 2038]"
6.0,55.72,5,9,"[1914, 152, 2148, 263, 435, 2038]"
7.0,65.52,5,10,"[2482, 351, 1233, 2835, 663, 2038, 2242]"
50.0,223.38,7,10,"[1914, 2230, 2198, 2992, 2105, 341, 1401, 2337, 2193, 2371, 2038, 1275, 1226, 2244, 1576, 675, 555, 2034, 513, 1042, 1574, 717, 1689, 463, 127, 493, 2053, 1613, 2076, 1952, 1233, 1060, 1331, 2045, 518, 829, 2451, 1772, 2985, 2112, 1906, 2270, 2754, 2683, 2445, 1844, 963, 1300, 2101, 1541]"
20.0,130.45,5,11,"[1914, 2378, 2148, 263, 1884, 1863, 1275, 1082, 1861, 850, 2502, 172, 1042, 1300, 1233, 2112, 963, 675, 1541, 2038]"
6.0,58.76,4,10,"[1914, 2378, 2148, 2754, 499, 2038]"
31.0,178.34,6,11,"[1914, 2230, 2198, 2105, 3014, 2595, 1480, 1082, 2038, 2193, 1042, 1275, 2128, 58, 737, 1487, 2072, 1796, 2173, 2113, 675, 2474, 2388, 1923, 2543, 2037, 538, 963, 1613, 1541, 1300]"
15.0,110.67,5,11,"[2334, 1226, 2102, 2004, 1676, 1082, 1613, 2038, 3012, 55, 675, 963, 2112, 1541, 748]"
75.0,284.8,5,10,"[1914, 2230, 2595, 2198, 2105, 1946, 1676, 2191, 1362, 1082, 2148, 1167, 2038, 2475, 1431, 2534, 1633, 2410, 1613, 1233, 2174, 1935, 2290, 226, 1042, 1107, 2112, 1812, 2375, 2037, 458, 1924, 1119, 1918, 2008, 1541, 861, 555, 2605, 2825, 1545, 1295, 2417, 493, 675, 1748, 1681, 2530, 1300, 1944, 1945, 1829, 2167, 658, 1923, 2519, 1304, 538, 1883, 1310, 928, 2365, 2091, 2221, 433, 2106, 1463, 1884, 1378, 2242, 1986, 1744, 1090, 1610, 975]"
42.0,207.9,5,11,"[2482, 2111, 269, 2105, 2595, 1676, 2038, 1613, 1082, 1496, 2361, 1534, 2139, 2265, 1766, 1275, 928, 1633, 2410, 1042, 1233, 2174, 1935, 2290, 2043, 458, 2605, 1107, 1119, 2008, 1812, 861, 1923, 1300, 2112, 1944, 1541, 1945, 1829, 1748, 2417, 2375]"
69.0,266.89,7,10,"[1914, 2105, 2378, 1401, 2286, 2337, 2371, 341, 2992, 2038, 1275, 1576, 513, 1574, 1226, 58, 2193, 1689, 1613, 2474, 2388, 717, 2201, 2112, 2113, 2239, 963, 2375, 1923, 1924, 1541, 2037, 2825, 1545, 2191, 1042, 2008, 1300, 1944, 1304, 1945, 538, 493, 1310, 928, 2167, 675, 2530, 1829, 2091, 2605, 2221, 433, 1592, 2106, 2365, 2242, 1883, 1986, 458, 1610, 1119, 975, 1744, 1748, 1884, 861, 1378, 2417]"
15.0,96.73,7,11,"[1836, 2397, 269, 837, 1676, 2588, 1613, 2038, 3012, 55, 675, 963, 2112, 1541, 748]"
11.0,92.35,5,11,"[2482, 2363, 2105, 269, 2595, 1676, 2038, 1082, 433, 1613, 2198]"
23.0,149.51,6,11,"[2482, 372, 2101, 2589, 794, 1676, 1613, 2337, 1082, 92, 1275, 1946, 1103, 2173, 1370, 1142, 1541, 2193, 2543, 1233, 168, 2038, 2076]"
65.0,261.76,6,10,"[2482, 372, 2101, 830, 794, 1613, 1676, 2337, 92, 1275, 1082, 1946, 2173, 1103, 1370, 2193, 2595, 2088, 1591, 2530, 2167, 963, 490, 1633, 2201, 675, 1883, 1107, 1119, 1300, 2713, 1541, 2008, 861, 2375, 2038, 1042, 1884, 1681, 2242, 1944, 1924, 1945, 1378, 1914, 1923, 1986, 975, 1748, 1463, 2417, 2072, 1829, 2825, 433, 2106, 435, 1304, 2091, 1545, 493, 2519, 658, 1090, 1295]"
17.0,116.55,6,11,"[2482, 372, 2101, 2589, 794, 1676, 1613, 648, 1082, 92, 1275, 1946, 2173, 1103, 1370, 2193, 2038]"
36.0,192.53,5,11,"[1914, 152, 2148, 1676, 1613, 2038, 1082, 2543, 1401, 2193, 1275, 2337, 2173, 2204, 555, 1300, 1107, 963, 1042, 1946, 1541, 1103, 2191, 540, 2112, 1233, 2446, 546, 2136, 1745, 775, 1633, 2186, 1896, 651, 2595]"
14.0,113.82,3,11,"[1914, 2105, 2230, 1745, 2136, 2595, 2198, 1082, 1275, 2038, 1676, 1772, 2023, 2173]"
9.0,75.0,3,10,"[1914, 2230, 2198, 663, 1613, 913, 1233, 2482, 2038]"
38.0,196.7,6,11,"[1914, 2102, 2105, 1676, 1082, 2543, 2038, 2371, 1613, 58, 1275, 1277, 1226, 2193, 390, 2034, 1576, 513, 2337, 1574, 717, 1300, 555, 675, 1689, 1042, 1541, 2519, 658, 1090, 2726, 2112, 2445, 1906, 2683, 2270, 2754, 2053]"
52.0,233.48,7,10,"[1836, 2397, 269, 837, 2198, 1676, 1082, 2038, 2088, 1745, 2136, 1275, 1613, 3014, 2543, 540, 1233, 2446, 2173, 1480, 2024, 2369, 2112, 2186, 160, 1300, 2534, 2029, 2193, 963, 2147, 1042, 1928, 493, 10, 2268, 2569, 2106, 1541, 675, 555, 1378, 1796, 2113, 1073, 605, 2201, 2091, 2602, 1923, 2037, 538]"
21.0,128.02,6,11,"[51, 1977, 2148, 263, 1884, 1863, 1082, 1146, 1861, 2112, 2775, 963, 2502, 172, 1233, 1613, 675, 1541, 1042, 1300, 2038]"
13.0,109.2,4,11,"[2482, 372, 2101, 2139, 1022, 2595, 1676, 2088, 2038, 1082, 2173, 1946, 1914]"
14.0,77.72,7,11,"[1914, 220, 2105, 2286, 2038, 2992, 341, 1863, 767, 2775, 1022, 2023, 2173, 1772]"
22.0,140.33,5,11,"[1914, 2693, 2105, 2595, 2198, 1676, 1082, 1745, 2038, 1022, 928, 2088, 1275, 92, 1946, 2173, 1103, 1370, 2193, 1633, 2530, 2167]"
14.0,101.97,5,11,"[1836, 2397, 269, 837, 1676, 2588, 2595, 2038, 2198, 1082, 1546, 1772, 2023, 2173]"
44.0,216.02,6,11,"[2482, 372, 975, 2101, 830, 2106, 1613, 2147, 1232, 92, 1275, 794, 2008, 1928, 2154, 2337, 1370, 1676, 1829, 1633, 2167, 1082, 1748, 490, 2038, 1103, 2417, 1946, 2530, 2375, 1541, 1107, 2595, 2193, 1042, 1883, 1119, 2088, 1300, 2201, 675, 1591, 2112, 963]"
15.0,118.81,4,11,"[1914, 2102, 2105, 2543, 1082, 1676, 2371, 2038, 58, 748, 2112, 830, 675, 1541, 1226]"
40.0,203.32,6,11,"[1914, 1946, 2230, 1676, 110, 2198, 1745, 2136, 3014, 1082, 1103, 1772, 2595, 1275, 2088, 2191, 2038, 546, 2173, 1896, 1037, 1923, 1633, 2037, 538, 963, 1233, 1613, 2543, 2477, 1639, 1270, 1541, 560, 1300, 2020, 2508, 1553, 1715, 1718]"
69.0,275.86,6,10,"[1914, 160, 2105, 2106, 2230, 1402, 2038, 2595, 1748, 2198, 1745, 1275, 2088, 2136, 1082, 1923, 1924, 2173, 2543, 1613, 1541, 3014, 1676, 2439, 1233, 1928, 2569, 2186, 1480, 2024, 2825, 2029, 2046, 2534, 1545, 2369, 540, 2112, 2147, 2446, 1295, 2193, 1042, 493, 1681, 2268, 963, 1300, 658, 1944, 1945, 1884, 538, 2072, 1304, 675, 1829, 555, 2037, 2091, 433, 435, 1378, 2242, 1986, 1132, 975, 2519, 2417]"
29.0,172.76,4,11,"[1914, 1946, 2230, 1676, 2105, 2198, 1745, 2136, 1082, 3014, 1103, 1772, 1275, 2556, 2088, 2038, 2191, 546, 1633, 2173, 1896, 1037, 1233, 1923, 2037, 538, 963, 1541, 1613]"
22.0,133.91,6,11,"[2482, 372, 2101, 2595, 2198, 1676, 1745, 1022, 92, 928, 1275, 1946, 2088, 2173, 1082, 657, 2193, 1633, 1103, 2038, 2530, 2167]"
64.0,259.94,5,10,"[2482, 1233, 269, 2835, 663, 2038, 1613, 2543, 2174, 2198, 1745, 1275, 1935, 1676, 2088, 2516, 2043, 458, 2605, 1924, 2191, 1744, 2825, 1610, 1237, 2072, 972, 1884, 2112, 1986, 2367, 1304, 433, 975, 2008, 2365, 963, 2530, 1300, 493, 1310, 1883, 1119, 2167, 1681, 2221, 1944, 1042, 861, 1945, 2106, 1829, 1748, 1923, 1796, 1541, 1231, 1378, 1591, 2201, 538, 675, 2091, 2113]"
40.0,195.34,7,10,"[1914, 2992, 2230, 2105, 2198, 341, 1401, 2337, 2193, 2371, 1226, 1275, 2038, 2244, 1576, 675, 555, 2034, 513, 1042, 1574, 717, 2891, 463, 127, 493, 2053, 2076, 1952, 1060, 2508, 1553, 1613, 1715, 1718, 1233, 963, 1541, 1772, 1300]"
72.0,279.57,6,10,"[2482, 2363, 2105, 269, 794, 2595, 2038, 1082, 1676, 2337, 92, 433, 1275, 1613, 1946, 2173, 1103, 1370, 2193, 2088, 226, 1042, 1107, 2167, 2112, 2530, 1812, 1633, 2375, 2037, 458, 1924, 1119, 1918, 2008, 1541, 861, 555, 2605, 2825, 1545, 1295, 2417, 493, 675, 1748, 1681, 1300, 1944, 1945, 1829, 658, 1923, 2519, 1304, 538, 1883, 1310, 928, 2365, 2312, 2221, 2106, 1463, 1884, 1378, 2242, 1986, 1744, 1252, 1610, 975]"
26.0,142.89,7,11,"[2482, 372, 2101, 2589, 794, 1676, 1613, 2983, 92, 1275, 1082, 1946, 2173, 1103, 3022, 829, 2076, 2451, 1480, 1042, 1788, 2043, 1073, 458, 2038, 2605]"
17.0,103.88,7,11,"[1836, 2397, 269, 837, 1676, 2588, 827, 2038, 3012, 55, 675, 2502, 2522, 963, 1300, 2112, 1042]"
48.0,213.11,7,11,"[1914, 2230, 2198, 58, 2105, 2992, 118, 341, 1277, 2367, 1401, 2193, 1275, 2038, 2410, 2337, 2174, 2371, 2043, 2008, 928, 2365, 2630, 1310, 1042, 1689, 675, 1923, 458, 1883, 717, 1935, 2605, 1119, 1744, 2530, 1233, 2221, 1613, 1610, 1829, 1681, 2167, 2417, 1748, 1944, 1241, 1945]"
49.00000000000001,228.18,5,10,"[2482, 2111, 269, 2105, 2595, 1676, 1082, 2038, 1496, 1613, 2361, 1534, 2139, 2265, 1766, 928, 1275, 2410, 1233, 2174, 1935, 1633, 1042, 2837, 2043, 458, 2605, 1812, 1304, 1119, 2091, 1107, 2008, 861, 1545, 961, 658, 1090, 1295, 1944, 1300, 1945, 2112, 1923, 1541, 1829, 2375, 1748, 2417]"
61.0,253.71,6,9,"[1914, 1590, 2136, 2417, 2230, 2105, 1613, 2116, 3014, 2038, 2065, 1275, 2543, 1923, 1082, 1796, 2595, 2173, 1745, 1541, 1928, 2569, 2186, 2198, 10, 2024, 1233, 1676, 1480, 540, 2029, 2534, 2088, 1545, 2446, 2369, 2147, 1295, 2193, 658, 2268, 1042, 1300, 2201, 2112, 538, 160, 675, 2602, 555, 963, 2091, 1889, 2519, 2375, 2106, 1090, 2037, 741, 2113, 2388]"
75.0,284.6,7,10,"[1914, 2378, 2148, 2754, 499, 2038, 341, 1613, 3016, 1082, 2337, 1275, 2371, 1576, 513, 1574, 1226, 58, 2193, 1689, 2112, 2113, 2530, 2167, 963, 2474, 2388, 1607, 741, 1300, 1923, 2191, 2037, 1924, 1918, 2008, 1042, 555, 2825, 1545, 1295, 493, 675, 1681, 1541, 658, 2519, 1304, 1945, 538, 1944, 1883, 1310, 928, 1119, 2365, 1829, 2091, 2605, 2221, 433, 458, 2106, 1463, 1884, 1378, 2242, 1986, 1744, 861, 1090, 1610, 975, 1748, 2417]"
66.0,272.1,4,9,"[1914, 2230, 2148, 2754, 928, 2410, 2595, 2038, 1082, 2174, 2198, 1745, 1275, 1935, 1676, 2088, 2516, 2043, 458, 2605, 1924, 1233, 2191, 1744, 2825, 1610, 1237, 2072, 972, 1884, 2112, 1986, 2367, 1304, 433, 975, 1979, 2365, 963, 2530, 1300, 493, 1310, 1883, 1119, 2167, 1681, 2221, 1944, 1042, 861, 1945, 2106, 1829, 1748, 1923, 1796, 1541, 2037, 1378, 1591, 2201, 538, 675, 2091, 2113]"
64.0,263.23,4,10,"[1914, 1946, 2230, 1676, 2105, 2198, 2136, 1745, 2174, 1935, 2516, 2043, 1275, 458, 2605, 1924, 2038, 1744, 2825, 2088, 2191, 1610, 1237, 2072, 972, 1233, 538, 1884, 2112, 1986, 2367, 1304, 1923, 433, 975, 1613, 963, 1541, 2008, 2365, 2530, 1300, 989, 1310, 1883, 1119, 2167, 1681, 2221, 1944, 1042, 861, 1945, 2106, 1829, 1748, 1796, 1231, 1378, 1591, 2201, 675, 2091, 2113]"
57.0,247.57,6,10,"[2482, 2111, 139, 2102, 1676, 1613, 2038, 1082, 2543, 1401, 2193, 1275, 2337, 2173, 963, 675, 555, 1541, 1300, 2112, 1107, 1042, 1946, 1103, 2191, 540, 2446, 546, 2136, 1745, 775, 1633, 2186, 1896, 2088, 2595, 1037, 528, 2076, 1781, 2106, 1772, 1944, 2553, 2616, 2275, 1522, 2547, 1285, 2101, 1245, 1844, 1788, 2079, 296, 2018, 1627]"
50.0,231.39,6,10,"[1914, 160, 2105, 2106, 2230, 1402, 2038, 2595, 1748, 2198, 1745, 1275, 2088, 2136, 1082, 1923, 1924, 2173, 2543, 1613, 1017, 3014, 2439, 1676, 1233, 1928, 2569, 2186, 1480, 2024, 2825, 2029, 2046, 2534, 1545, 2369, 540, 2147, 2446, 2112, 1295, 2193, 493, 1042, 1681, 2268, 658, 675, 1300, 963]"
22.0,148.88,4,11,"[1914, 2543, 2102, 2105, 1082, 1676, 2371, 748, 830, 58, 2038, 2196, 2029, 1095, 1042, 2112, 2519, 675, 1541, 658, 1090, 1295]"
64.0,257.09,7,10,"[1914, 2230, 2198, 2992, 2105, 341, 1401, 2337, 2193, 2371, 2038, 1275, 1226, 2244, 1576, 555, 2034, 2248, 675, 1574, 717, 1689, 1042, 463, 127, 2053, 2076, 1952, 1060, 493, 1331, 2045, 1613, 518, 1233, 829, 2451, 1772, 2985, 1310, 1883, 1119, 2167, 1681, 2221, 1944, 861, 2112, 1945, 2106, 1300, 1829, 1748, 1923, 963, 1796, 1231, 1541, 1378, 1591, 2201, 538, 2091, 2113]"
28.0,154.06,7,11,"[1836, 2397, 269, 837, 1676, 2588, 1613, 2038, 3012, 55, 675, 2112, 748, 1275, 963, 2556, 1541, 2088, 2191, 546, 1633, 2173, 1896, 2632, 1233, 1923, 2037, 538]"
41.0,209.67,4,11,"[1914, 2102, 2105, 1613, 2543, 1676, 2038, 1082, 1401, 2193, 2337, 1275, 2173, 555, 2112, 1107, 1946, 1103, 2191, 963, 540, 675, 1300, 2446, 1541, 546, 1042, 775, 1633, 2186, 1896, 1233, 2136, 2088, 1037, 528, 2076, 1781, 1745, 2595, 1648]"
48.0,225.14,6,10,"[1914, 160, 2105, 2106, 1402, 2595, 2230, 839, 2038, 2088, 2136, 1082, 1748, 2198, 1275, 1924, 2173, 2543, 1541, 3014, 1676, 2439, 1923, 1928, 2569, 2186, 1613, 1480, 2024, 717, 1935, 1233, 2605, 1119, 1744, 2530, 2221, 1610, 2167, 1241, 675, 1829, 2193, 1042, 1681, 1944, 1945, 2417]"
7.0,69.55,3,11,"[1914, 2230, 963, 663, 2242, 1233, 2038]"
29.0,167.7,6,11,"[1914, 2230, 2105, 1745, 2136, 2595, 364, 1082, 1275, 2038, 2483, 1676, 1772, 2398, 1233, 58, 1463, 963, 1143, 992, 1300, 711, 1541, 2053, 1576, 2029, 1095, 1042, 675]"
