n_nodes,influence,communities,time,nodes
21.0,952.12,10,13,"[3704, 604, 1411, 13, 1412, 3276, 2328, 262, 988, 1699, 3538, 2957, 3402, 1444, 917, 3728, 557, 172, 1303, 567, 47]"
9.0,467.66,8,11,"[3704, 604, 6, 1412, 3276, 1569, 1411, 3538, 1444]"
8.0,306.08,10,9,"[3704, 4378, 4149, 1978, 3276, 4361, 3538, 988]"
85.0,1487.84,11,13,"[967, 3538, 4378, 604, 1412, 4742, 5033, 2328, 3276, 988, 3007, 13, 3548, 1346, 3728, 1444, 3402, 2312, 1411, 184, 1914, 487, 2430, 2158, 838, 540, 987, 230, 421, 563, 110, 884, 2957, 4673, 1589, 786, 1509, 744, 172, 1743, 365, 1601, 1532, 159, 223, 553, 545, 218, 524, 734, 868, 1714, 567, 1648, 1965, 255, 35, 1873, 175, 905, 635, 479, 1699, 1102, 688, 4311, 2035, 3046, 2487, 718, 3142, 615, 183, 1478, 52, 1299, 736, 587, 647, 921, 1303, 1797, 262, 263, 1549]"
87.0,1548.24,12,12,"[3117, 604, 4378, 1411, 4361, 3007, 2807, 1412, 3402, 2957, 3728, 3538, 988, 421, 1444, 2430, 563, 184, 13, 612, 2312, 1422, 2212, 1521, 365, 1562, 615, 786, 562, 884, 744, 110, 647, 1848, 2278, 1532, 35, 1743, 159, 905, 223, 218, 230, 1478, 734, 98, 553, 987, 1714, 1531, 1589, 1303, 2035, 5764, 1873, 4311, 635, 587, 736, 52, 263, 1509, 921, 524, 3046, 545, 941, 1102, 868, 175, 2487, 718, 183, 479, 225, 1346, 1603, 1549, 834, 2960, 567, 1816, 262, 2718, 4503, 1699, 172]"
8.0,380.67,9,10,"[3704, 4378, 317, 3125, 3276, 1411, 3538, 988]"
11.0,623.77,11,10,"[5630, 1411, 4378, 2328, 3402, 988, 1412, 3276, 13, 3728, 3538]"
27.0,1176.63,10,13,"[3726, 3538, 604, 13, 4854, 172, 4513, 1412, 3276, 365, 1411, 2312, 615, 2328, 2957, 184, 988, 3728, 2960, 1816, 1699, 1444, 1714, 1346, 3402, 987, 2430]"
45.0,1322.95,12,14,"[5630, 1411, 4378, 4361, 3125, 988, 3402, 35, 2960, 3276, 13, 3728, 3538, 1412, 5570, 4580, 563, 3304, 184, 240, 1444, 2312, 2941, 1346, 884, 172, 2054, 545, 1816, 987, 524, 2237, 4316, 1422, 2957, 1303, 2035, 3046, 2212, 1714, 230, 1765, 1699, 1809, 4904]"
19.0,937.5,10,13,"[3704, 604, 3079, 1411, 13, 262, 1412, 3276, 988, 1699, 2957, 3402, 3538, 1444, 917, 557, 172, 1303, 3728]"
18.0,856.0,12,14,"[1962, 4378, 491, 2807, 3276, 3007, 3927, 1412, 1346, 1411, 1444, 4361, 3402, 13, 3728, 3538, 988, 184]"
10.0,549.07,10,11,"[3704, 2196, 1411, 273, 1412, 3276, 13, 3728, 3538, 988]"
21.0,930.77,12,14,"[3704, 4361, 4378, 1411, 3276, 262, 2957, 917, 557, 3728, 3538, 1412, 172, 1303, 988, 1081, 47, 13, 1699, 1444, 3402]"
14.0,813.31,11,11,"[3704, 1411, 1428, 1412, 3276, 988, 4361, 4138, 3538, 3046, 1444, 3402, 2957, 3728]"
40.0,1319.55,10,14,"[3704, 604, 3079, 1411, 13, 3927, 1495, 1412, 988, 3276, 3007, 2957, 4708, 3538, 1699, 3992, 3402, 2224, 172, 1478, 3728, 230, 184, 1444, 1319, 223, 1422, 1532, 35, 524, 1816, 240, 98, 562, 1346, 2430, 2312, 987, 2960, 1714]"
18.0,871.2,11,14,"[3704, 1411, 1428, 1412, 5289, 988, 4138, 3046, 4361, 3538, 2957, 3927, 1346, 13, 3402, 3728, 184, 1444]"
9.0,426.91,9,8,"[3704, 4361, 4378, 1411, 3276, 5027, 1444, 1412, 3538]"
67.0,1470.09,12,13,"[3704, 4378, 4361, 3125, 3276, 1411, 2091, 3927, 3992, 5570, 3538, 3728, 1412, 563, 612, 988, 1714, 1478, 230, 1422, 3007, 884, 1444, 3046, 2035, 3402, 13, 1346, 1699, 365, 240, 615, 1532, 1848, 1521, 98, 1816, 2718, 2807, 2957, 2430, 96, 2212, 110, 1303, 3653, 479, 262, 223, 263, 2312, 524, 1549, 4516, 834, 4503, 35, 172, 941, 562, 635, 52, 868, 183, 184, 987, 1603]"
8.0,438.34,8,10,"[5630, 1411, 2465, 273, 1412, 988, 3276, 3538]"
40.0,1304.01,11,14,"[2836, 4378, 317, 13, 3927, 3276, 1495, 988, 3538, 1411, 1412, 3007, 2957, 4708, 1699, 3992, 3402, 2224, 172, 1478, 3728, 230, 184, 1444, 1319, 223, 1422, 1532, 35, 524, 1816, 240, 98, 562, 1346, 2430, 2312, 987, 2960, 1714]"
92.0,1604.61,12,12,"[3704, 4378, 3125, 4580, 4361, 35, 3276, 3304, 5570, 1914, 2807, 2430, 3538, 365, 13, 988, 3728, 240, 563, 1411, 884, 421, 184, 612, 2212, 1521, 1562, 615, 786, 562, 744, 3402, 545, 987, 1412, 2035, 110, 647, 3046, 1444, 230, 1549, 524, 1848, 1648, 1816, 172, 1422, 1532, 1346, 1743, 1303, 159, 4457, 223, 218, 1699, 1714, 1478, 2312, 2960, 734, 98, 553, 2957, 1531, 1589, 5764, 1873, 4311, 635, 587, 736, 52, 263, 1509, 921, 941, 1102, 868, 1610, 2487, 718, 183, 479, 225, 1603, 834, 567, 262, 2718, 4503]"
7.0,267.39,9,8,"[2132, 4378, 4361, 603, 1411, 2960, 3538]"
13.0,807.23,10,11,"[3576, 604, 3079, 3007, 1411, 1444, 1412, 3402, 988, 3276, 2957, 3728, 3538]"
7.0,331.29,8,9,"[3704, 1411, 4361, 3276, 619, 3538, 1412]"
56.0,1377.51,12,14,"[3704, 4378, 4149, 1693, 3555, 3276, 1335, 988, 3538, 4361, 2224, 1411, 13, 2957, 1478, 184, 1422, 2960, 1816, 3728, 230, 3007, 1412, 240, 2212, 1714, 987, 98, 1532, 1521, 96, 2035, 263, 1699, 1444, 2312, 524, 3402, 2430, 223, 1346, 3510, 1549, 834, 4503, 2718, 35, 172, 941, 562, 52, 183, 1603, 1079, 868, 635]"
10.0,533.67,11,12,"[2366, 1428, 1411, 4361, 1412, 988, 3276, 13, 3728, 3538]"
33.0,1260.53,11,13,"[3704, 1411, 2807, 491, 4266, 1412, 3276, 3429, 172, 3927, 3538, 545, 3007, 1346, 184, 1714, 988, 3402, 2430, 1444, 35, 1422, 2224, 2035, 1816, 13, 5169, 4361, 987, 2957, 3728, 1699, 3046]"
23.0,1081.22,10,13,"[3704, 604, 3079, 262, 1411, 13, 2957, 3455, 988, 1412, 3276, 2312, 3046, 1699, 3538, 3555, 3402, 184, 4987, 2035, 1816, 3728, 1444]"
85.0,1529.4,10,13,"[45, 3538, 604, 446, 1433, 4854, 5293, 2807, 240, 3276, 612, 615, 98, 1914, 2430, 2328, 1422, 1809, 562, 2960, 1532, 223, 4503, 1816, 987, 365, 1478, 988, 2635, 1412, 2718, 172, 1743, 1601, 159, 553, 884, 184, 545, 52, 218, 734, 421, 868, 567, 1648, 35, 1965, 1411, 262, 263, 2035, 2312, 255, 13, 1873, 2957, 1549, 230, 3728, 524, 3046, 175, 905, 635, 479, 1444, 1303, 1102, 3402, 688, 1699, 4311, 2487, 1346, 718, 1714, 3142, 183, 1299, 736, 587, 647, 921, 1797]"
24.0,1091.19,11,14,"[3704, 1411, 1428, 5289, 1412, 988, 4138, 1422, 1816, 3046, 4361, 3538, 545, 3927, 2957, 1699, 184, 1714, 13, 2035, 3728, 135, 3402, 1444]"
25.0,1060.81,12,14,"[3704, 5027, 4378, 4361, 1411, 563, 732, 3276, 2276, 2718, 3538, 184, 1346, 1444, 988, 1714, 3402, 1699, 1412, 3046, 1422, 13, 2035, 1816, 3728]"
25.0,1134.55,11,14,"[3704, 4378, 1412, 3356, 3046, 3276, 2980, 988, 3538, 1411, 4708, 184, 13, 230, 2957, 3728, 3402, 35, 1444, 3992, 1816, 1422, 2224, 1699, 1714]"
17.0,831.67,12,14,"[5630, 1411, 4378, 2328, 3402, 988, 3276, 4361, 1412, 13, 3728, 3538, 2962, 3927, 1346, 184, 1444]"
22.0,937.88,12,14,"[3704, 4378, 2807, 4420, 4266, 3276, 2826, 172, 3007, 3927, 1346, 1412, 1444, 3046, 4361, 3402, 2957, 13, 3728, 3538, 988, 184]"
52.0,1424.72,11,13,"[3704, 604, 491, 4708, 1412, 3276, 4361, 3927, 3538, 3992, 1411, 1478, 1444, 230, 3007, 263, 223, 1532, 2224, 524, 13, 240, 988, 184, 98, 2312, 562, 52, 1549, 941, 2430, 2957, 2960, 1422, 3402, 1816, 1699, 3321, 987, 3585, 1521, 4503, 2718, 183, 1102, 96, 3728, 2035, 1714, 172, 1346, 3046]"
22.0,1064.57,10,14,"[3704, 604, 1411, 1779, 1412, 3276, 2328, 2718, 184, 2644, 3538, 3402, 1444, 988, 1714, 1699, 3046, 1422, 13, 2035, 1816, 3728]"
7.0,372.67,7,10,"[3003, 3276, 604, 4854, 2960, 3538, 1412]"
43.0,1299.21,12,14,"[2366, 4378, 1411, 4361, 3125, 988, 1412, 3276, 13, 3728, 3538, 35, 5570, 4580, 563, 3304, 184, 240, 2941, 884, 2054, 545, 524, 1549, 4316, 3402, 1444, 1422, 1816, 987, 2312, 1303, 4283, 2035, 3046, 1605, 230, 2960, 1346, 1765, 1699, 2957, 1714]"
26.0,1174.42,12,15,"[45, 3538, 4378, 603, 4361, 1411, 1412, 2807, 2312, 13, 2957, 612, 3276, 1422, 2430, 3728, 1816, 1699, 1444, 421, 184, 3402, 988, 3046, 2035, 1368]"
46.0,1386.56,11,14,"[3704, 604, 491, 4361, 4708, 3927, 1412, 3276, 1478, 3007, 3538, 263, 223, 3992, 230, 2166, 524, 1444, 1411, 240, 98, 2312, 562, 2224, 52, 988, 1549, 941, 2430, 184, 13, 2960, 3321, 987, 3585, 1521, 4503, 2718, 1422, 2957, 3402, 3728, 1816, 1699, 1714, 3046]"
87.0,1606.58,11,13,"[2345, 604, 1411, 4361, 3007, 1412, 3276, 2957, 3728, 3538, 988, 2807, 3402, 421, 2430, 3430, 184, 1444, 13, 612, 2312, 1422, 2212, 1521, 365, 1562, 615, 786, 5353, 884, 744, 110, 647, 1848, 2278, 1532, 35, 1743, 159, 905, 223, 218, 230, 1478, 734, 98, 553, 987, 1714, 1531, 1589, 1303, 2035, 5764, 1873, 4311, 635, 587, 736, 52, 263, 1509, 921, 524, 3046, 545, 941, 1102, 868, 175, 2487, 718, 183, 479, 225, 1346, 1603, 1549, 834, 2960, 567, 1816, 262, 2718, 4503, 1699, 172]"
13.0,762.53,11,10,"[136, 1411, 4378, 2328, 3402, 988, 4361, 3276, 2957, 1412, 1444, 3728, 3538]"
15.0,692.3,12,10,"[5630, 1411, 4378, 2328, 3402, 988, 13, 5448, 2962, 3927, 4361, 3728, 3538, 1444, 1412]"
22.0,1028.9,11,14,"[3003, 3276, 604, 4854, 2960, 3538, 1412, 1816, 3046, 4361, 545, 162, 2957, 1699, 184, 1714, 13, 2035, 3728, 135, 3402, 1444]"
11.0,654.58,10,12,"[3651, 6, 604, 1569, 3276, 1444, 1412, 2957, 3728, 3538, 988]"
30.0,1213.95,11,14,"[2366, 1428, 1411, 4361, 172, 988, 1412, 3276, 13, 3728, 3538, 3927, 3007, 1346, 1444, 1714, 3402, 2430, 35, 2224, 1529, 2035, 1816, 5169, 987, 2957, 545, 184, 1699, 3046]"
43.0,1320.78,11,14,"[3704, 604, 491, 4708, 1412, 3276, 3927, 4361, 3538, 1038, 1478, 3007, 263, 230, 884, 1444, 1411, 2054, 545, 4316, 1303, 240, 4283, 1605, 988, 524, 13, 1765, 184, 2312, 1549, 1422, 3728, 2960, 2957, 1816, 1699, 1714, 1346, 3402, 987, 3046, 2035]"
52.0,1365.83,12,14,"[2366, 4378, 5226, 4361, 3125, 988, 35, 5570, 3276, 1412, 13, 3538, 3728, 4580, 563, 3304, 2941, 240, 223, 1532, 184, 2224, 98, 562, 52, 941, 2430, 3321, 3585, 3402, 1549, 987, 524, 2035, 1444, 1521, 3046, 4503, 230, 1816, 1422, 2718, 183, 1102, 96, 172, 2312, 1346, 2960, 2957, 1699, 1714]"
23.0,1056.58,12,14,"[45, 3538, 4378, 2927, 1853, 4361, 3555, 1411, 1412, 5527, 13, 2312, 884, 1699, 3276, 1444, 1816, 3728, 3046, 3402, 184, 2035, 988]"
33.0,1244.6,12,14,"[2836, 4378, 317, 13, 3927, 1495, 3276, 988, 4708, 622, 3538, 1478, 230, 4361, 1411, 3007, 1412, 3046, 2957, 1699, 3402, 1422, 3728, 2224, 1816, 172, 35, 1444, 184, 1714, 1346, 987, 2430]"
58.0,1418.96,12,14,"[3704, 4378, 3927, 4361, 1495, 3007, 3276, 1411, 3719, 13, 3728, 988, 3538, 3402, 3992, 2224, 1478, 230, 184, 263, 1412, 223, 2957, 1422, 1532, 1816, 1699, 35, 524, 240, 2430, 98, 1444, 2312, 987, 562, 1714, 52, 1549, 941, 2960, 2212, 1521, 4503, 2718, 2035, 183, 1102, 96, 1346, 1603, 635, 834, 3046, 868, 172, 479, 262]"
17.0,848.75,10,13,"[3576, 604, 3079, 3007, 1411, 1444, 13, 3402, 988, 1412, 3276, 2962, 3728, 3538, 1907, 1346, 184]"
