n_nodes,influence,communities,time,nodes
37.0,463.94,11,14,"[2432, 1032, 2129, 2238, 2127, 1885, 492, 2806, 1338, 2821, 1233, 1188, 630, 2409, 1279, 1907, 2747, 516, 1605, 857, 390, 2496, 1049, 489, 1856, 2125, 2645, 1635, 2117, 2648, 11, 1764, 2138, 1939, 2858, 683, 844]"
18.0,430.34,9,15,"[2432, 1032, 2129, 2774, 2821, 1939, 2803, 2806, 1821, 2141, 1279, 857, 683, 2040, 2747, 630, 1812, 1856]"
5.0,379.15,6,15,"[2432, 1032, 1863, 630, 1856]"
5.0,381.03,5,16,"[1406, 1032, 1138, 1856, 630]"
35.0,464.1,10,13,"[2432, 1032, 2129, 1338, 1025, 2747, 1885, 2806, 2821, 189, 1564, 2317, 2483, 591, 1279, 1907, 1524, 630, 2409, 52, 1188, 857, 2496, 395, 2125, 855, 844, 1625, 1939, 2803, 2858, 1856, 683, 489, 1635]"
15.0,432.3,8,15,"[2432, 1032, 2129, 1885, 2821, 630, 2806, 489, 1025, 683, 1279, 268, 1856, 647, 2803]"
9.0,401.85,7,15,"[2432, 1032, 2021, 1682, 2806, 683, 630, 2747, 948]"
28.0,456.3,9,15,"[2432, 1032, 2358, 244, 2569, 1599, 2806, 1970, 492, 2747, 2409, 1338, 390, 630, 1906, 2125, 1188, 2858, 2127, 1233, 489, 683, 1907, 1279, 857, 11, 2803, 1635]"
14.0,407.72,10,15,"[1309, 2839, 2660, 1762, 2129, 2141, 1279, 2821, 630, 2747, 683, 489, 1856, 2806]"
33.0,466.43,9,15,"[2432, 1032, 2129, 2747, 2569, 1599, 2806, 1446, 630, 1279, 2359, 489, 1301, 857, 683, 1907, 1462, 603, 2127, 1049, 221, 1939, 2409, 2858, 819, 2395, 1188, 2496, 2143, 844, 107, 1635, 2803]"
16.0,419.3,11,15,"[1539, 2839, 2660, 1762, 2129, 2141, 630, 2821, 2747, 489, 2806, 1279, 683, 2673, 2803, 1856]"
7.0,370.36,8,16,"[1539, 1013, 2129, 2821, 1856, 489, 630]"
25.0,445.43,10,13,"[2432, 1032, 2358, 2028, 1338, 2821, 1101, 1676, 630, 2747, 1812, 1856, 2125, 1939, 390, 489, 2803, 683, 2138, 844, 2629, 1764, 2858, 1762, 1635]"
19.0,439.63,9,15,"[2432, 1032, 2129, 1338, 2821, 1762, 2141, 630, 2747, 2806, 342, 1856, 489, 2249, 1279, 683, 1939, 2803, 857]"
11.0,363.35,11,16,"[1539, 2839, 2660, 1762, 2141, 2129, 464, 2821, 1856, 489, 2806]"
13.0,400.73,11,15,"[1539, 2839, 1941, 1827, 2129, 857, 2141, 1856, 2821, 489, 630, 2747, 2806]"
12.0,394.08,11,15,"[1539, 2839, 1914, 2129, 630, 1856, 621, 2141, 2821, 489, 2747, 2806]"
23.0,431.7,12,14,"[1539, 2839, 2774, 1856, 2129, 1432, 2141, 11, 2821, 1762, 2747, 1279, 630, 2806, 489, 1939, 2803, 2143, 2, 844, 683, 107, 1635]"
18.0,427.72,10,16,"[2432, 1032, 2129, 1338, 1762, 2821, 2141, 342, 630, 2747, 1812, 2806, 489, 683, 1279, 1939, 2803, 7]"
13.0,415.27,7,15,"[2432, 1032, 499, 2747, 806, 1856, 1688, 1367, 2806, 1279, 2803, 630, 489]"
29.0,456.3,10,14,"[2432, 1032, 2021, 2294, 2806, 492, 2238, 630, 2747, 189, 2507, 1856, 2803, 2125, 235, 1279, 1210, 1338, 390, 2138, 1524, 844, 11, 1764, 2858, 683, 489, 1078, 1635]"
17.0,408.55,12,15,"[1539, 2839, 2141, 1885, 1279, 2129, 1209, 498, 2821, 1856, 683, 630, 2747, 1939, 2806, 2803, 7]"
14.0,411.93,9,14,"[1539, 2839, 2129, 2747, 1659, 1885, 1856, 1209, 2806, 1279, 1302, 630, 107, 683]"
9.0,379.47,9,15,"[1539, 51, 1914, 2129, 630, 621, 1856, 2141, 2821]"
19.0,442.38,8,15,"[2432, 1032, 2774, 1856, 2129, 1432, 489, 1139, 2889, 857, 11, 1762, 1279, 2747, 683, 1939, 630, 2806, 2803]"
33.0,463.3,10,14,"[2432, 1032, 2129, 2238, 1885, 2127, 492, 2806, 1338, 2821, 1233, 516, 630, 1605, 1279, 390, 1856, 2747, 1188, 1907, 2409, 857, 2125, 107, 1461, 2803, 2496, 1635, 489, 2858, 683, 844, 1939]"
10.0,397.46,8,15,"[2432, 1032, 2129, 1856, 630, 2747, 1983, 2716, 2806, 1279]"
16.0,422.99,10,14,"[2432, 1032, 2129, 2747, 1688, 489, 1856, 2806, 2141, 1279, 391, 1939, 7, 2821, 683, 2803]"
24.0,444.15,11,15,"[2432, 1032, 2129, 1338, 1025, 2747, 1210, 2648, 2806, 189, 1885, 1252, 741, 2138, 2837, 2821, 489, 1856, 2858, 1907, 630, 683, 844, 2125]"
3.0,352.86,5,16,"[1914, 1032, 1856]"
36.0,470.9,9,14,"[2432, 1032, 2358, 244, 2569, 1599, 2806, 1431, 492, 2747, 2409, 630, 1338, 1906, 944, 390, 1049, 107, 1939, 2858, 2127, 1233, 221, 1188, 1907, 367, 857, 683, 489, 2803, 829, 844, 1625, 11, 1764, 1279]"
23.0,442.95,11,15,"[2432, 1032, 2129, 1338, 1599, 1762, 2821, 1446, 2141, 2747, 1939, 630, 2143, 2, 1279, 2806, 844, 603, 1635, 489, 683, 11, 2803]"
24.0,435.98,12,15,"[2432, 1032, 2774, 1432, 2129, 1856, 1534, 2141, 11, 2889, 1762, 2747, 1279, 1939, 630, 2806, 2138, 2837, 2821, 2858, 1907, 2125, 683, 844]"
9.0,386.94,8,16,"[2432, 1032, 2129, 1338, 1914, 1035, 2141, 1856, 630]"
12.0,398.56,10,14,"[1539, 2839, 1941, 1827, 2129, 857, 2141, 1856, 2836, 489, 630, 2747]"
28.0,441.88,12,14,"[2432, 1032, 2774, 1432, 2129, 1534, 2141, 1856, 2889, 11, 1762, 2747, 1279, 1939, 2138, 2837, 630, 2806, 1907, 1635, 489, 857, 2803, 2821, 2858, 1260, 2125, 844]"
14.0,418.02,7,15,"[2432, 1032, 1503, 1338, 1914, 1035, 2141, 1856, 1635, 489, 630, 683, 11, 2803]"
29.0,452.35,12,14,"[2432, 1032, 2774, 1432, 2129, 1534, 2141, 2889, 1762, 1856, 11, 2747, 1279, 1939, 2138, 2837, 1907, 311, 630, 2806, 683, 1635, 2821, 857, 489, 2858, 844, 2803, 2125]"
9.0,336.05,10,16,"[1539, 2839, 2660, 441, 2141, 2129, 464, 2821, 1856]"
14.0,415.91,8,15,"[2432, 1032, 2129, 2747, 1688, 1209, 630, 107, 36, 1279, 2806, 1856, 2821, 683]"
11.0,412.35,7,15,"[2432, 1032, 2129, 1025, 1338, 2747, 464, 1856, 2821, 489, 1914]"
16.0,423.55,9,15,"[1539, 2839, 1138, 2141, 1856, 489, 1279, 2806, 180, 2747, 630, 1939, 2803, 2701, 11, 857]"
24.0,448.53,7,14,"[2432, 1032, 2358, 244, 2569, 1599, 2806, 1446, 2747, 1338, 1770, 1159, 694, 1769, 48, 1279, 489, 806, 1635, 2803, 844, 683, 1907, 11]"
12.0,408.28,9,16,"[1539, 2839, 2141, 1885, 1279, 1209, 2836, 797, 489, 1856, 630, 2747]"
23.0,443.81,10,15,"[2432, 2077, 1941, 1599, 2129, 444, 1762, 2806, 1446, 1939, 2747, 2143, 2821, 630, 2, 489, 1279, 844, 603, 1635, 683, 11, 2803]"
31.0,461.59,10,14,"[2432, 1032, 550, 2238, 2127, 1885, 235, 2806, 1338, 1762, 1210, 1524, 639, 2821, 1279, 630, 395, 2747, 2803, 402, 1856, 1635, 857, 1764, 390, 489, 2858, 11, 683, 844, 2125]"
31.0,460.5,12,13,"[2432, 1032, 2129, 1338, 1599, 1617, 1939, 2143, 2141, 1762, 2747, 2821, 2, 603, 1279, 630, 395, 2125, 390, 2806, 1856, 857, 402, 844, 1764, 2858, 1635, 489, 2803, 683, 11]"
6.0,386.8,6,16,"[2432, 1032, 2021, 1756, 630, 2747]"
13.0,415.88,6,15,"[1121, 1032, 1273, 1856, 630, 2747, 1611, 1279, 683, 1939, 2803, 2701, 11]"
4.0,335.26,7,16,"[1556, 1032, 2129, 1856]"
30.0,456.81,12,14,"[2432, 1032, 2129, 1338, 1599, 1617, 379, 2143, 2141, 1762, 2747, 2821, 2, 603, 1279, 630, 395, 2125, 390, 2806, 1856, 857, 402, 844, 1764, 2858, 1635, 489, 2803, 683]"
23.0,445.89,9,14,"[2432, 1032, 2129, 1338, 1025, 2747, 1885, 189, 2806, 1762, 2143, 2821, 570, 107, 1279, 1856, 1635, 489, 683, 844, 630, 1939, 2803]"
15.0,420.62,9,15,"[2432, 1032, 2129, 2747, 2774, 1762, 2141, 630, 489, 1279, 1430, 1856, 2806, 2821, 683]"
27.0,451.3,11,14,"[2432, 1032, 2129, 1338, 1025, 2747, 1885, 189, 235, 2806, 1762, 2138, 1210, 2821, 1279, 1856, 489, 2858, 683, 1907, 1524, 630, 844, 2125, 2460, 1939, 2803]"
17.0,427.04,10,16,"[1539, 2839, 2660, 1762, 2129, 2141, 630, 2821, 2747, 844, 489, 1279, 2125, 857, 2694, 1856, 2803]"
22.0,441.52,11,15,"[2432, 1032, 2129, 2747, 2569, 1599, 1446, 2806, 7, 1279, 630, 1856, 163, 1978, 2821, 857, 489, 2858, 683, 844, 1907, 2803]"
26.0,454.83,9,15,"[2432, 1032, 2358, 1970, 244, 1599, 492, 2806, 2569, 2865, 2747, 390, 1906, 1210, 1338, 1939, 630, 1856, 2125, 2858, 1279, 489, 683, 844, 2803, 762]"
7.0,393.12,6,16,"[2432, 1032, 2021, 1235, 2365, 844, 630]"
25.0,449.53,7,14,"[2432, 1032, 2358, 1446, 244, 1599, 1770, 2806, 2569, 2747, 1159, 1338, 694, 1769, 48, 1537, 1635, 11, 857, 1279, 489, 683, 844, 2803, 1907]"
4.0,373.46,5,16,"[2432, 1110, 2021, 1453]"
15.0,413.58,10,14,"[2432, 2839, 2129, 2747, 1812, 2003, 2141, 1856, 1762, 1279, 630, 2821, 489, 683, 2806]"
10.0,340.45,11,15,"[1539, 2839, 2009, 441, 2141, 2129, 2747, 2821, 2806, 1856]"
