n_nodes,influence,communities,time,nodes
23.0,58.83,5,5,"[197, 217, 227, 498, 154, 617, 248, 241, 726, 83, 575, 454, 823, 172, 417, 616, 565, 168, 265, 672, 686, 867, 820]"
7.0,20.21,5,4,"[617, 867, 130, 495, 241, 303, 904]"
13.0,40.78,4,5,"[197, 285, 116, 634, 137, 753, 448, 248, 241, 677, 181, 312, 617]"
7.0,19.25,6,4,"[31, 350, 116, 761, 876, 617, 248]"
6.0,20.26,4,4,"[197, 217, 227, 116, 348, 617]"
12.0,33.75,5,5,"[935, 129, 116, 634, 137, 617, 753, 448, 241, 867, 306, 823]"
15.0,40.67,6,5,"[617, 22, 217, 678, 227, 239, 425, 990, 616, 241, 605, 221, 823, 677, 116]"
20.0,50.21,6,5,"[617, 22, 217, 678, 354, 239, 248, 990, 605, 221, 241, 616, 677, 823, 380, 265, 686, 116, 565, 454]"
9.0,27.98,5,5,"[197, 217, 227, 694, 116, 887, 448, 617, 241]"
19.0,52.08,4,5,"[197, 138, 116, 761, 141, 445, 248, 677, 181, 295, 448, 823, 565, 417, 403, 617, 605, 221, 454]"
6.0,19.19,5,4,"[31, 159, 221, 116, 379, 617]"
15.0,44.31,4,5,"[197, 475, 123, 634, 154, 137, 753, 617, 166, 241, 312, 686, 586, 448, 565]"
8.0,19.79,6,4,"[935, 159, 116, 761, 141, 79, 617, 448]"
15.0,42.94,5,5,"[197, 138, 9, 761, 141, 445, 248, 677, 181, 295, 823, 867, 820, 448, 617]"
20.0,53.42,4,5,"[674, 138, 116, 761, 141, 445, 248, 181, 241, 677, 616, 380, 823, 265, 565, 686, 605, 454, 221, 617]"
24.0,59.9,6,5,"[31, 159, 116, 634, 761, 678, 248, 767, 172, 241, 168, 617, 726, 823, 700, 454, 820, 181, 565, 672, 867, 616, 265, 686]"
19.0,53.08,3,5,"[197, 254, 208, 137, 753, 448, 483, 295, 403, 454, 634, 417, 154, 241, 605, 221, 617, 823, 565]"
16.0,40.17,7,5,"[617, 22, 678, 116, 589, 448, 248, 191, 241, 926, 786, 605, 867, 417, 997, 823]"
10.0,28.49,6,4,"[31, 351, 116, 294, 166, 867, 306, 161, 594, 617]"
10.0,31.83,4,5,"[617, 22, 217, 678, 227, 633, 425, 306, 161, 241]"
19.0,51.88,5,5,"[197, 217, 227, 694, 116, 887, 448, 605, 241, 221, 617, 152, 677, 823, 380, 265, 686, 565, 454]"
18.0,50.48,3,5,"[197, 217, 227, 137, 753, 615, 617, 483, 295, 403, 634, 417, 154, 204, 605, 241, 221, 823]"
21.0,52.89,6,5,"[197, 254, 208, 116, 761, 616, 867, 248, 306, 454, 672, 322, 168, 241, 22, 172, 823, 575, 609, 617, 565]"
24.0,61.18,4,5,"[197, 254, 199, 617, 160, 248, 668, 729, 241, 306, 845, 403, 417, 172, 168, 823, 820, 672, 867, 454, 616, 265, 565, 686]"
5.0,15.75,5,4,"[31, 495, 617, 861, 241]"
19.0,48.3,7,5,"[197, 254, 770, 589, 448, 248, 246, 617, 999, 75, 121, 172, 565, 181, 672, 867, 765, 265, 686]"
20.0,53.98,3,5,"[197, 254, 199, 617, 160, 248, 668, 445, 181, 241, 677, 380, 798, 221, 454, 616, 823, 265, 686, 565]"
19.0,50.05,6,5,"[31, 159, 221, 227, 116, 694, 887, 617, 448, 605, 241, 152, 677, 823, 380, 265, 686, 565, 831]"
1.0,4.08,1,2,[634]
8.0,26.68,3,5,"[197, 544, 227, 498, 154, 617, 678, 594]"
5.0,17.77,4,4,"[197, 130, 400, 617, 241]"
20.0,52.62,5,5,"[197, 217, 137, 686, 501, 227, 248, 867, 820, 617, 575, 726, 241, 83, 417, 823, 454, 616, 172, 565]"
22.0,56.78,5,6,"[197, 217, 227, 498, 154, 617, 604, 241, 726, 83, 575, 454, 823, 172, 417, 616, 168, 565, 672, 867, 265, 686]"
4.0,16.0,3,4,"[197, 138, 869, 617]"
12.0,33.71,6,5,"[197, 12, 589, 246, 248, 448, 999, 800, 121, 172, 617, 565]"
24.0,58.73,7,5,"[31, 221, 159, 379, 116, 678, 248, 617, 767, 1004, 241, 168, 726, 823, 700, 454, 820, 181, 565, 672, 867, 616, 265, 686]"
11.0,27.65,7,4,"[197, 12, 890, 448, 248, 246, 999, 75, 121, 617, 172]"
2.0,8.97,2,3,"[617, 173]"
17.0,47.66,5,5,"[197, 138, 116, 761, 617, 141, 241, 248, 161, 83, 575, 110, 823, 172, 417, 616, 565]"
16.0,44.23,6,5,"[197, 891, 761, 617, 273, 241, 248, 161, 83, 575, 110, 823, 172, 417, 616, 565]"
13.0,37.41,5,5,"[199, 351, 617, 116, 450, 166, 935, 241, 306, 161, 172, 565, 254]"
7.0,22.94,4,4,"[197, 254, 770, 899, 448, 241, 617]"
16.0,45.7,5,5,"[197, 254, 770, 294, 166, 241, 617, 161, 306, 98, 137, 605, 867, 417, 282, 823]"
11.0,31.75,6,5,"[197, 12, 589, 116, 248, 586, 241, 448, 926, 230, 617]"
8.0,26.54,4,5,"[197, 217, 199, 448, 248, 80, 617, 254]"
18.0,46.87,6,5,"[1007, 217, 116, 227, 694, 887, 617, 221, 605, 448, 152, 241, 321, 380, 619, 265, 686, 565]"
14.0,41.47,4,5,"[197, 217, 227, 694, 116, 191, 221, 230, 204, 605, 356, 448, 241, 617]"
4.0,13.04,4,3,"[197, 114, 400, 617]"
8.0,24.84,5,5,"[31, 159, 221, 248, 130, 254, 448, 617]"
13.0,33.73,7,5,"[197, 942, 487, 75, 248, 448, 617, 246, 316, 121, 999, 172, 565]"
13.0,35.47,6,5,"[197, 138, 589, 75, 617, 448, 108, 316, 248, 121, 999, 172, 565]"
14.0,35.75,7,5,"[857, 942, 589, 75, 248, 448, 246, 316, 121, 999, 617, 172, 356, 241]"
18.0,49.28,5,6,"[526, 217, 694, 116, 227, 887, 221, 448, 152, 677, 605, 634, 241, 417, 154, 204, 617, 823]"
