n_nodes,influence,communities,time,nodes
6.0,348.67,5,14,"[213, 4760, 1994, 1138, 5222, 3219]"
62.0,1165.8,7,14,"[1493, 4091, 4156, 1138, 5726, 1858, 3509, 813, 3219, 5587, 765, 647, 1134, 4237, 5624, 2032, 2202, 1994, 2481, 2460, 3600, 2715, 5696, 2644, 2516, 4692, 557, 738, 5332, 175, 533, 3673, 2052, 4565, 9, 803, 3514, 3902, 3242, 2678, 5229, 1538, 3392, 868, 124, 2744, 5480, 4278, 2719, 5022, 4583, 4960, 2689, 4810, 2427, 3376, 4354, 5043, 5537, 3050, 4718, 3994]"
27.0,850.29,7,15,"[2556, 4795, 5010, 4173, 1138, 4091, 4278, 4718, 3902, 124, 329, 3544, 1538, 813, 2677, 4156, 3219, 5598, 3023, 5322, 4376, 2516, 537, 3994, 3509, 3514, 1994]"
20.0,768.0,7,14,"[29, 5010, 1098, 4364, 4091, 1136, 537, 4156, 5322, 1138, 5037, 3544, 1819, 4173, 1538, 4278, 329, 1994, 3219, 2644]"
39.0,1014.12,8,14,"[3615, 5010, 4879, 1136, 4091, 3560, 3219, 3150, 2326, 2644, 5022, 1138, 5141, 2516, 2656, 1994, 410, 5598, 4237, 5037, 4354, 2176, 2537, 4145, 9, 738, 533, 4718, 3994, 2719, 5382, 5229, 3514, 3242, 3509, 4278, 2744, 1538, 3392]"
5.0,262.39,5,13,"[1493, 4156, 5010, 5234, 4278]"
13.0,591.88,7,15,"[1493, 3994, 1138, 4091, 4156, 2806, 3600, 5598, 1538, 1994, 3219, 3509, 3590]"
11.0,409.76,8,14,"[161, 5010, 2605, 3538, 4091, 3509, 3600, 1994, 3219, 4444, 1407]"
2.0,124.25,3,10,"[3890, 3219]"
60.0,1149.12,7,13,"[1493, 1138, 5010, 3497, 4091, 43, 4173, 4508, 1136, 2032, 5598, 1538, 5696, 3219, 1134, 3514, 2644, 738, 1994, 2744, 4565, 5138, 2202, 2481, 2719, 3242, 3509, 3392, 3600, 5624, 4278, 2715, 4583, 1714, 3488, 4960, 124, 1242, 3265, 1438, 2516, 2460, 3902, 3678, 9, 533, 3994, 4718, 5410, 1407, 2490, 841, 4930, 1820, 917, 1953, 5022, 4354, 3050, 5229]"
8.0,430.26,6,14,"[3644, 2095, 3219, 4156, 748, 1138, 4278, 2744]"
15.0,637.82,6,15,"[1493, 4156, 5010, 4091, 4972, 3219, 3793, 167, 2644, 478, 1994, 1138, 5598, 4173, 4278]"
