n_nodes,influence,communities,time,nodes
14.0,100.61,5,7,"[1664, 185, 1568, 1060, 1507, 877, 981, 662, 1716, 595, 34, 314, 556, 419]"
14.0,100.13,7,6,"[1664, 185, 1512, 1887, 1507, 1060, 981, 662, 1511, 1634, 1754, 47, 1810, 419]"
5.0,51.13,5,6,"[1664, 185, 1507, 149, 662]"
11.0,91.1,6,7,"[1664, 185, 1060, 1753, 1568, 981, 1784, 662, 704, 1860, 419]"
8.0,69.8,6,6,"[1731, 185, 206, 1242, 1634, 419, 662, 86]"
19.0,112.18,7,6,"[1664, 185, 1511, 1507, 1060, 981, 1433, 662, 1468, 1634, 1512, 1872, 34, 523, 419, 349, 1011, 310, 610]"
24.0,119.8,7,7,"[1664, 185, 1242, 981, 596, 1433, 1507, 262, 1060, 1754, 1680, 310, 349, 610, 466, 419, 1872, 595, 474, 1648, 1490, 1528, 869, 1011]"
10.0,86.6,6,6,"[1664, 185, 1060, 1753, 683, 981, 1784, 662, 704, 419]"
7.0,72.87,4,6,"[1664, 185, 539, 1507, 419, 1060, 981]"
20.0,114.68,7,6,"[1664, 185, 1568, 1507, 1060, 981, 662, 216, 1101, 1512, 1731, 1634, 1784, 1841, 419, 610, 1716, 877, 126, 704]"
11.0,91.32,5,7,"[1664, 185, 1507, 1592, 1060, 981, 1568, 662, 704, 419, 1860]"
9.0,75.01,6,7,"[1664, 185, 1507, 1060, 1805, 581, 1, 1625, 419]"
2.0,23.41,2,5,"[1451, 185]"
3.0,28.14,4,6,"[1664, 25, 662]"
4.0,45.46,4,6,"[1664, 1381, 419, 662]"
20.0,111.5,8,6,"[1664, 185, 1789, 1507, 1242, 690, 1433, 419, 262, 981, 610, 1754, 1731, 1634, 89, 1841, 350, 877, 126, 704]"
11.0,92.6,4,6,"[1664, 185, 920, 1634, 1242, 1716, 981, 662, 419, 1068, 1060]"
13.0,97.35,6,6,"[1664, 185, 1512, 1887, 1507, 1060, 981, 662, 1511, 1634, 1754, 909, 419]"
15.0,105.99,6,6,"[1664, 185, 877, 1785, 981, 34, 1507, 1060, 595, 662, 1716, 86, 419, 1512, 310]"
10.0,62.32,8,6,"[137, 1681, 1752, 1242, 981, 1060, 1793, 704, 419, 1433]"
8.0,77.89,4,6,"[1664, 425, 1507, 1060, 981, 1568, 662, 419]"
10.0,90.05,5,6,"[1664, 301, 1634, 185, 662, 1060, 981, 1242, 58, 419]"
12.0,82.12,8,6,"[1664, 185, 981, 1433, 1242, 1507, 1768, 1060, 596, 1634, 1754, 51]"
