n_nodes,influence,communities,time,nodes
11.0,383.51,5,16,"[1792, 2090, 4994, 4125, 5174, 3853, 213, 3616, 3557, 3530, 2798]"
25.0,467.4,8,15,"[1792, 6195, 3530, 101, 6137, 2160, 5174, 440, 763, 2922, 4146, 641, 1677, 4484, 1834, 671, 3017, 1848, 7199, 7224, 1721, 2018, 110, 1599, 6884]"
7.0,292.34,6,17,"[1792, 3530, 254, 6201, 3873, 5090, 2843]"
6.0,273.17,5,16,"[1792, 6734, 2798, 5326, 3502, 2707]"
69.0,619.71,8,13,"[1792, 6195, 2897, 4994, 101, 5174, 6296, 3530, 763, 5176, 3822, 6617, 661, 3701, 7587, 1350, 2922, 5580, 2878, 2160, 5568, 4146, 6544, 6887, 2347, 6101, 4692, 4466, 1381, 3324, 2912, 3240, 1150, 4842, 4561, 1876, 6408, 5851, 4356, 5095, 2719, 6652, 2800, 4098, 187, 1854, 1602, 3389, 7427, 4211, 989, 4452, 5526, 2854, 4895, 232, 306, 2259, 3382, 4506, 7100, 2207, 5819, 5862, 660, 4691, 3399, 1937, 6194]"
15.0,425.99,5,15,"[1792, 3530, 4994, 3557, 5174, 4146, 4125, 6887, 4800, 763, 2690, 1622, 3231, 1271, 1677]"
7.0,310.82,5,16,"[1509, 5545, 5174, 6887, 763, 5581, 4146]"
10.0,346.26,5,17,"[1792, 6734, 3557, 4125, 2798, 4327, 3502, 4765, 213, 2541]"
24.0,466.59,8,15,"[1792, 6195, 3530, 101, 6137, 2160, 7585, 6887, 763, 2922, 110, 5764, 1618, 1848, 3103, 1334, 1271, 6955, 6507, 5972, 661, 1677, 2620, 6201]"
48.0,568.37,8,13,"[1792, 6195, 101, 3530, 5355, 7052, 1804, 3853, 5764, 6636, 7199, 6201, 1618, 221, 3905, 1271, 2160, 3822, 6887, 1122, 4785, 6544, 110, 6955, 505, 5041, 4738, 1334, 7290, 6016, 2391, 7558, 1005, 521, 6145, 4880, 4754, 2800, 1559, 3103, 429, 1376, 7412, 4532, 1496, 7224, 1721, 1599]"
77.0,635.62,8,12,"[1792, 7119, 4994, 2093, 1804, 1663, 5764, 6636, 7199, 1271, 1618, 221, 5972, 3108, 1677, 2663, 6201, 1305, 3667, 2492, 1275, 3885, 7226, 2510, 3450, 6899, 3708, 3495, 3520, 4593, 661, 3389, 6673, 1057, 2897, 4154, 6544, 6236, 2347, 1794, 5274, 4809, 473, 5454, 6408, 4356, 3530, 5862, 1381, 2711, 3324, 4561, 4691, 5095, 306, 1854, 6652, 406, 3399, 4506, 2207, 3614, 6617, 3382, 7100, 2259, 503, 5254, 879, 6065, 1937, 5159, 291, 4309, 989, 7554, 5944]"
28.0,495.33,6,14,"[1792, 6734, 3557, 4125, 2798, 2093, 3502, 4765, 4785, 213, 4009, 2541, 1468, 3530, 1271, 1677, 3667, 3108, 1848, 5593, 7224, 1721, 763, 2160, 1599, 110, 7480, 2018]"
20.0,455.32,6,15,"[1792, 6734, 1143, 4125, 5174, 3853, 5620, 2912, 3557, 7583, 1622, 4452, 418, 1848, 1677, 2160, 1271, 4146, 3667, 763]"
34.0,517.85,8,14,"[1792, 6734, 2798, 487, 4210, 4125, 3557, 3674, 2160, 6596, 3530, 7388, 2093, 1247, 2274, 4502, 2391, 2707, 4452, 6811, 4785, 4359, 5526, 5455, 4895, 6108, 5876, 2854, 2083, 6101, 2541, 3685, 955, 110]"
18.0,401.22,8,15,"[1509, 2452, 7265, 7080, 3345, 2707, 1271, 1677, 3667, 3108, 4360, 3342, 2160, 718, 2571, 2691, 3341, 7352]"
22.0,462.86,7,15,"[1792, 6195, 101, 3530, 2798, 4125, 3502, 3853, 4765, 5764, 213, 6201, 1848, 1618, 6507, 4244, 1271, 1677, 6955, 110, 1334, 3103]"
16.0,399.86,8,16,"[1509, 2452, 3290, 2691, 7080, 3345, 1271, 2707, 104, 3667, 7352, 3108, 1677, 4360, 3342, 2160]"
12.0,360.03,7,16,"[1792, 6195, 3530, 101, 6137, 2160, 5174, 4645, 763, 2922, 4146, 110]"
13.0,393.45,7,16,"[1792, 6195, 3530, 101, 6137, 2160, 5174, 3142, 1677, 763, 1271, 1622, 3494]"
46.0,563.74,7,12,"[1792, 3530, 2617, 3873, 2798, 4765, 611, 4009, 3502, 1468, 1271, 213, 1677, 3667, 4785, 2093, 3108, 1848, 6108, 2083, 4359, 6101, 2541, 955, 313, 5876, 110, 5526, 2854, 4452, 4895, 4502, 2391, 1005, 1305, 4781, 2800, 4476, 3622, 3653, 322, 6838, 7412, 5962, 4532, 1376]"
21.0,459.39,7,15,"[1792, 6195, 3530, 101, 6137, 2160, 5174, 6887, 763, 2922, 4146, 213, 1468, 7559, 3667, 1271, 3108, 5593, 1848, 1677, 110]"
11.0,380.29,6,17,"[1792, 3530, 3873, 3960, 3557, 4146, 246, 3853, 3616, 2798, 213]"
11.0,351.54,7,17,"[1792, 3530, 3873, 6201, 3502, 4765, 1685, 6887, 763, 777, 4146]"
82.0,646.23,8,12,"[1792, 3530, 7388, 6201, 3873, 4765, 955, 611, 3502, 1685, 2915, 213, 2093, 4785, 487, 6811, 3701, 5455, 1247, 6108, 2083, 4359, 2541, 6101, 313, 5876, 5526, 4452, 5561, 232, 5962, 4408, 110, 6461, 2707, 1794, 306, 4154, 5274, 3653, 6390, 2854, 6236, 5454, 659, 4691, 5254, 5862, 4511, 374, 5578, 1937, 6567, 3612, 3399, 5610, 4375, 6617, 4006, 7245, 5949, 3614, 1850, 1982, 3330, 5663, 6202, 2037, 2624, 6445, 85, 989, 7571, 2744, 5944, 4886, 3581, 718, 2571, 2691, 3341, 2585]"
22.0,473.33,6,15,"[1792, 3530, 3873, 6201, 4125, 4765, 2798, 3502, 4009, 1468, 213, 2093, 4785, 3667, 1271, 3108, 5593, 2160, 6654, 2541, 1677, 110]"
22.0,462.42,8,15,"[1792, 6195, 3530, 101, 6137, 2160, 5174, 6887, 763, 3853, 110, 5764, 5229, 1848, 3103, 1334, 6955, 1271, 6507, 5972, 1677, 6201]"
21.0,469.77,6,14,"[1792, 2090, 4994, 4125, 5174, 3853, 3616, 213, 763, 2922, 4146, 3530, 1468, 1459, 3667, 1271, 3108, 5593, 1848, 1677, 110]"
35.0,538.92,8,13,"[1792, 3530, 5219, 4994, 3557, 4146, 4125, 213, 1271, 2541, 3231, 6887, 1677, 2912, 6811, 4785, 2274, 2160, 4359, 6993, 2854, 5455, 5526, 4452, 313, 4895, 2083, 5876, 6108, 955, 6101, 2391, 5593, 1005, 110]"
64.0,606.03,7,12,"[1792, 6734, 4994, 4125, 5174, 3853, 5764, 3557, 7623, 4786, 1618, 110, 1848, 187, 1271, 1602, 5972, 7427, 4211, 2018, 174, 3845, 1677, 4895, 232, 5962, 2798, 6201, 3667, 4408, 6461, 7141, 2707, 2961, 2744, 3108, 3755, 5508, 708, 2524, 5526, 4985, 4506, 5254, 5862, 3530, 4375, 3614, 4691, 1721, 3330, 659, 7569, 374, 3612, 5663, 4511, 6567, 4006, 5578, 5610, 2854, 6445, 5944]"
78.0,638.13,8,12,"[1792, 3530, 7388, 6201, 3873, 4765, 955, 611, 3502, 1685, 2915, 213, 2093, 4785, 487, 6811, 3701, 5455, 1247, 6108, 2083, 4359, 2541, 6101, 313, 5876, 5526, 4452, 5561, 232, 5962, 4408, 110, 6461, 2707, 1794, 306, 4154, 5274, 3653, 6390, 2854, 6236, 5454, 659, 4691, 13, 5862, 4511, 374, 5578, 1937, 6567, 3612, 3399, 5610, 4375, 6617, 4006, 7245, 5949, 3614, 1850, 1982, 3330, 5663, 6202, 2037, 2624, 6445, 85, 989, 7571, 2744, 5944, 4886, 3581, 718]"
45.0,548.3,6,13,"[1792, 7119, 4994, 3557, 1099, 6198, 4146, 4864, 2160, 763, 1271, 5620, 2912, 7583, 1622, 1677, 5455, 3667, 313, 4452, 2854, 4359, 2083, 6108, 6101, 955, 5876, 2541, 5526, 4895, 4502, 2391, 1005, 5593, 6202, 6617, 1850, 110, 5949, 7245, 2037, 1982, 2624, 85, 989]"
24.0,489.18,7,15,"[1792, 3530, 4994, 3557, 5219, 4146, 4125, 213, 3231, 1271, 2541, 6887, 2588, 2768, 1677, 763, 4785, 3667, 3108, 2160, 1848, 5593, 2018, 110]"
73.0,634.27,7,12,"[1792, 3530, 3873, 3557, 3960, 4146, 4125, 1271, 3231, 6887, 1324, 213, 2160, 2912, 7215, 1677, 2541, 1275, 3885, 7226, 2510, 3450, 6899, 3708, 3495, 3520, 4593, 661, 3389, 6673, 1057, 2897, 4154, 6544, 6236, 2347, 1794, 5274, 4809, 473, 5454, 6408, 4356, 5862, 1381, 2711, 3324, 4561, 4691, 5095, 306, 1854, 6652, 406, 3399, 4506, 2207, 3614, 6617, 3382, 7100, 2259, 503, 5254, 879, 6065, 1937, 5159, 291, 4309, 989, 7554, 5944]"
39.0,545.29,8,13,"[1792, 6195, 3530, 101, 6137, 2160, 5174, 6887, 213, 4785, 110, 7388, 955, 3701, 6811, 1685, 5324, 2915, 5455, 1247, 6108, 2083, 4359, 6201, 6101, 313, 5876, 3653, 5526, 2854, 4452, 4895, 232, 5962, 4408, 6461, 7141, 3755, 2707]"
3.0,211.38,4,15,"[1509, 2452, 4303]"
13.0,414.0,6,15,"[1792, 3530, 6201, 3873, 3502, 611, 6065, 2798, 763, 1622, 1677, 2160, 1271]"
47.0,561.83,8,14,"[1792, 6734, 4994, 4125, 5174, 3853, 5764, 2541, 3653, 2093, 3701, 110, 1848, 6811, 634, 4785, 2470, 4942, 7587, 2755, 6797, 2711, 1559, 2391, 3103, 5787, 1496, 2800, 6201, 1005, 4809, 1057, 3482, 406, 1794, 306, 4154, 5274, 6390, 6236, 5454, 2854, 4506, 5254, 3530, 659, 4691]"
67.0,619.12,8,11,"[1792, 6195, 101, 3530, 5355, 7052, 1804, 3853, 5764, 6636, 7199, 1618, 6201, 221, 3905, 1271, 3701, 6108, 2083, 4359, 6101, 955, 110, 4785, 1977, 313, 5876, 5526, 2854, 4452, 1334, 2391, 4895, 1005, 4502, 1305, 4781, 2800, 4476, 7558, 3622, 521, 7412, 3653, 4880, 1376, 4754, 3582, 1559, 1496, 3103, 429, 6838, 4532, 7224, 1599, 1721, 5962, 3038, 2566, 2751, 4900, 6884, 4175, 5466, 5593, 1933]"
54.0,580.71,8,12,"[1792, 3530, 3873, 611, 6201, 4765, 3502, 487, 2093, 985, 7388, 4785, 955, 3701, 6811, 1685, 2541, 2915, 5455, 1247, 6108, 2083, 4359, 6101, 313, 5876, 3653, 5526, 110, 2854, 4452, 4895, 232, 5962, 4408, 6461, 7141, 3755, 2707, 2790, 2711, 3324, 4561, 4691, 5095, 306, 1854, 6652, 406, 3399, 4506, 2207, 3614, 6617]"
74.0,627.87,8,13,"[1792, 3530, 3873, 6201, 611, 7020, 3502, 4765, 213, 3557, 7623, 4786, 1618, 187, 1271, 1602, 5972, 7427, 1848, 4211, 2018, 1677, 110, 174, 3845, 4895, 232, 5962, 3667, 2798, 4408, 6461, 7141, 2707, 4506, 2961, 2744, 3108, 3755, 5508, 5526, 708, 2524, 4985, 5862, 4375, 2854, 659, 4691, 3614, 1721, 3330, 7571, 5254, 374, 3612, 5663, 4511, 6567, 2531, 5578, 5610, 6445, 5944, 6202, 6617, 1850, 5949, 7245, 2037, 1982, 2624, 85, 989]"
67.0,620.74,7,12,"[1792, 3530, 3873, 3557, 3960, 4146, 4125, 1271, 3231, 6887, 1324, 213, 2912, 2160, 7215, 2541, 1677, 1275, 3885, 7226, 2510, 3450, 6899, 3708, 3495, 3520, 4593, 661, 3389, 6673, 1057, 2897, 4154, 6544, 6236, 2347, 1794, 5274, 4809, 473, 5454, 6408, 4356, 5862, 1381, 2711, 3324, 4561, 4691, 5095, 306, 1854, 6652, 406, 3399, 4506, 4415, 3614, 6617, 3382, 7100, 2259, 503, 5254, 879, 6065, 1937]"
17.0,439.36,7,16,"[1792, 3530, 246, 3960, 4907, 3853, 4146, 3557, 3231, 6887, 763, 213, 2160, 2912, 1677, 7215, 2541]"
60.0,595.64,8,12,"[1792, 6195, 5355, 101, 3530, 7052, 1804, 3853, 5764, 6636, 7199, 6201, 1618, 221, 3905, 1271, 5078, 2160, 6955, 3822, 505, 110, 6544, 4785, 6887, 5041, 4738, 1334, 7290, 6016, 2391, 7558, 1005, 521, 6145, 4880, 4754, 7402, 1559, 3103, 429, 1376, 7412, 4532, 1496, 7224, 1721, 1599, 3382, 7100, 503, 5254, 2259, 2725, 1798, 5675, 5658, 879, 5944, 989]"
46.0,556.6,8,13,"[1792, 3530, 7388, 6201, 1685, 3873, 2915, 611, 955, 4765, 487, 3502, 213, 6811, 3701, 5455, 1247, 4785, 2093, 5561, 6108, 232, 2541, 4408, 6461, 5876, 2707, 6101, 1794, 4452, 306, 4476, 2083, 110, 313, 3622, 322, 6838, 6296, 4359, 7412, 4532, 1376, 5526, 2854, 3653]"
29.0,513.15,8,14,"[1792, 3530, 5219, 4994, 3557, 4146, 4125, 213, 1271, 2541, 3231, 6887, 1677, 2912, 6811, 4785, 2274, 2160, 4359, 6993, 2854, 5455, 5526, 4452, 313, 6785, 2083, 5876, 6108]"
33.0,517.88,7,13,"[1792, 3530, 6201, 6065, 2798, 3502, 3873, 763, 611, 1622, 1677, 4381, 1271, 2707, 6101, 1794, 4452, 306, 4476, 2083, 110, 313, 3622, 322, 6838, 6296, 4359, 7412, 4532, 1376, 5526, 2854, 3653]"
82.0,650.94,7,12,"[1792, 3530, 6201, 3873, 3502, 611, 5174, 6887, 763, 5620, 3231, 1622, 3557, 1677, 1271, 2160, 2912, 5526, 110, 1848, 4452, 313, 2430, 3708, 5876, 6673, 1057, 6077, 4895, 2854, 2018, 4154, 5274, 3667, 6390, 6236, 2711, 4809, 5454, 473, 406, 306, 4506, 5254, 5862, 4691, 3399, 1937, 659, 4511, 374, 3614, 5578, 6567, 3612, 5610, 4375, 6617, 4006, 7245, 5949, 1850, 1982, 3330, 5663, 6202, 2037, 2624, 6445, 85, 989, 1250, 2744, 5944, 4886, 4146, 3581, 718, 2571, 2691, 3341, 7352]"
62.0,602.51,8,12,"[1792, 3530, 6201, 3873, 3502, 5355, 7052, 6065, 1804, 3853, 5764, 6636, 7199, 1271, 2160, 1618, 221, 3905, 3822, 6887, 1122, 6544, 4785, 6955, 505, 110, 5041, 4738, 1334, 7290, 6016, 2391, 7558, 1005, 521, 6145, 4880, 4754, 7402, 1559, 3103, 429, 1376, 1796, 4532, 1496, 7224, 1721, 1599, 3382, 7100, 2259, 503, 5254, 879, 1937, 5159, 291, 4309, 989, 7554, 5944]"
73.0,626.09,8,12,"[1792, 3530, 6201, 2798, 763, 3502, 3873, 6065, 955, 611, 1685, 2915, 213, 2093, 4785, 487, 6811, 3701, 5455, 1247, 4460, 2083, 4359, 6101, 2541, 313, 5876, 5526, 4452, 5561, 232, 5962, 4408, 110, 572, 2707, 3653, 6390, 306, 5274, 2854, 1794, 659, 6236, 4154, 4511, 374, 5578, 5454, 4691, 6567, 3612, 5610, 4375, 4006, 5254, 5862, 1937, 7245, 5949, 6617, 1850, 3614, 2259, 503, 879, 3399, 5159, 291, 4309, 7554, 5944, 989]"
