n_nodes,influence,communities,time,nodes
18.0,1090.27,7,17,"[1299, 3224, 2193, 4925, 4043, 4196, 3967, 1115, 4654, 3512, 2634, 3409, 4412, 1355, 1180, 4045, 1942, 2204]"
12.0,900.2,8,17,"[1299, 4110, 3409, 4925, 5600, 4412, 743, 2634, 1942, 1355, 2239, 3967]"
7.0,662.7,7,17,"[1299, 4110, 5600, 4925, 1374, 1355, 1942]"
9.0,784.94,8,16,"[4103, 4925, 2728, 4654, 4110, 2634, 1942, 1355, 2204]"
10.0,837.45,8,17,"[9, 4064, 1355, 4925, 1942, 2728, 5600, 4412, 2634, 2204]"
13.0,858.22,9,16,"[4106, 2728, 1568, 4121, 3967, 1355, 4925, 4412, 2634, 3127, 4654, 2204, 1942]"
14.0,1019.0,6,16,"[1299, 2193, 4196, 4925, 3127, 2634, 5150, 4654, 1355, 3409, 1180, 1942, 4412, 2204]"
20.0,1079.24,8,16,"[1299, 1948, 2728, 4925, 84, 3967, 2193, 4196, 4118, 4412, 1769, 804, 2634, 1355, 1942, 2055, 5293, 2632, 2204, 1180]"
12.0,984.48,6,16,"[1299, 3035, 2193, 4925, 3409, 4654, 2326, 1942, 4412, 2634, 1355, 2204]"
18.0,963.66,10,17,"[4106, 1948, 2728, 4121, 3967, 1224, 4118, 4654, 3512, 3409, 4925, 4045, 2634, 1355, 1180, 3012, 1942, 2204]"
16.0,961.22,9,16,"[4103, 4925, 2728, 4064, 5098, 3284, 1115, 3967, 4654, 3512, 3409, 1942, 4412, 2634, 1355, 2204]"
8.0,672.72,8,16,"[4103, 4925, 2728, 1355, 1942, 2634, 3209, 4110]"
14.0,956.01,9,17,"[4103, 4925, 2728, 4064, 2507, 2634, 1355, 3967, 4654, 3409, 1180, 1942, 4412, 2204]"
13.0,916.31,8,17,"[4106, 5377, 5600, 3919, 3967, 743, 2634, 1355, 2204, 1942, 4925, 4412, 1180]"
3.0,491.26,5,16,"[872, 1355, 1942]"
2.0,300.73,4,14,"[2757, 1942]"
14.0,974.82,8,17,"[1299, 2728, 3409, 4925, 4064, 2015, 2634, 1942, 2204, 1355, 3967, 4654, 1180, 4412]"
21.0,1093.65,6,17,"[1299, 2193, 4196, 4925, 3127, 5150, 3512, 2634, 2198, 4654, 3215, 3409, 1942, 4412, 2204, 1180, 1355, 1060, 3191, 276, 5182]"
8.0,830.94,6,17,"[1299, 677, 3409, 4925, 2634, 1355, 1942, 2204]"
18.0,962.02,11,17,"[1299, 3409, 2728, 4925, 4064, 4121, 2080, 4097, 1942, 2634, 3967, 295, 2204, 4118, 1180, 1355, 4412, 2959]"
7.0,579.96,8,17,"[4103, 4925, 2728, 4110, 2691, 1942, 1355]"
9.0,864.41,6,17,"[1299, 3395, 2634, 4925, 4654, 4809, 1355, 1942, 2204]"
22.0,1100.43,8,16,"[1299, 4121, 1948, 4925, 3516, 3967, 1612, 3215, 2728, 1289, 4196, 4412, 4654, 3512, 3191, 1942, 276, 3409, 2634, 1355, 1180, 2204]"
10.0,762.75,10,17,"[4103, 4925, 4092, 2728, 2204, 4064, 5600, 2634, 1355, 1942]"
22.0,1050.26,10,16,"[4103, 4925, 2193, 4118, 2728, 5098, 4064, 3967, 1827, 804, 1887, 5293, 3191, 276, 4196, 3409, 2634, 1355, 1942, 2204, 4412, 1180]"
15.0,976.78,8,16,"[1299, 1948, 2728, 4925, 84, 4024, 2193, 4196, 4118, 2634, 4412, 1355, 1180, 2204, 1942]"
17.0,1008.88,9,16,"[4103, 4925, 4064, 2728, 1266, 4196, 1115, 3967, 4654, 3512, 4412, 2634, 1942, 1355, 3409, 2204, 1180]"
22.0,1068.4,9,16,"[1299, 1948, 2728, 4925, 4064, 3967, 1827, 1887, 1427, 3191, 4118, 4412, 276, 4196, 3409, 804, 1942, 2634, 1355, 5293, 2204, 1180]"
18.0,1057.59,8,16,"[1299, 2728, 1301, 4925, 3409, 4043, 4196, 1115, 1942, 3512, 3967, 2634, 2204, 4045, 1180, 1355, 4412, 4654]"
10.0,924.64,6,17,"[1299, 677, 1942, 4925, 3409, 4412, 5387, 2634, 1355, 2204]"
11.0,813.98,9,17,"[4103, 4925, 4092, 5600, 2154, 2204, 4412, 4064, 2634, 1355, 1942]"
19.0,971.69,11,17,"[4103, 4925, 4092, 5600, 2728, 2204, 3191, 4118, 4064, 2634, 1355, 1942, 4412, 276, 4196, 3409, 2452, 5293, 1180]"
4.0,412.9,6,16,"[4103, 4925, 3627, 1355]"
10.0,887.87,7,16,"[1299, 4758, 2728, 4925, 3048, 2634, 1355, 4412, 2204, 1942]"
20.0,1061.09,9,17,"[1299, 4064, 1948, 4925, 2193, 3967, 2728, 1769, 2055, 2632, 2989, 804, 4118, 4412, 2634, 1355, 5293, 1180, 1942, 2204]"
11.0,902.64,7,16,"[1299, 2728, 1436, 4925, 4043, 2634, 3409, 1355, 1942, 4412, 2204]"
22.0,1119.09,7,16,"[1299, 2193, 3127, 4925, 4196, 5150, 3512, 1219, 4654, 2634, 3215, 4118, 804, 1942, 4412, 2204, 3409, 5293, 1355, 1180, 276, 3191]"
7.0,780.97,6,16,"[1299, 3979, 2634, 4925, 2204, 1942, 1355]"
20.0,1097.11,5,16,"[1299, 2193, 4196, 4925, 3127, 5150, 3512, 2198, 4654, 2634, 3215, 3409, 1180, 1942, 4412, 2204, 1060, 3191, 2372, 1355]"
23.0,917.71,12,17,"[1299, 3409, 2728, 4925, 4064, 2080, 4121, 4097, 295, 4118, 3967, 1942, 2959, 2634, 2198, 2883, 1180, 2204, 3215, 276, 1280, 5598, 1355]"
24.0,1049.51,11,16,"[1299, 3409, 2728, 4925, 4064, 2080, 4097, 4121, 4043, 3004, 3967, 4412, 3512, 4654, 1942, 4327, 2634, 1355, 2198, 2204, 3215, 1180, 5598, 276]"
12.0,962.01,7,17,"[1299, 3224, 4064, 4925, 4100, 3967, 2634, 3409, 1355, 1942, 4412, 2204]"
14.0,770.65,11,17,"[2278, 4925, 4092, 4064, 2728, 2204, 5523, 4118, 5600, 2634, 2959, 1942, 1355, 3967]"
9.0,682.31,9,17,"[2100, 4925, 4092, 4121, 2728, 2204, 4110, 1355, 1942]"
18.0,756.26,12,17,"[4103, 4925, 4110, 2728, 4064, 1942, 4121, 2080, 1346, 4097, 2634, 3967, 295, 2204, 4118, 1180, 4412, 2959]"
15.0,795.12,10,17,"[1299, 3409, 2728, 4925, 4064, 2080, 4121, 4097, 295, 3332, 3967, 1942, 2959, 2634, 1355]"
17.0,1073.14,7,16,"[1299, 4064, 1355, 4925, 2946, 1942, 2204, 1266, 4196, 1115, 3967, 4654, 3512, 4412, 2634, 3409, 1180]"
20.0,991.32,10,16,"[4103, 4925, 4092, 2728, 4064, 2204, 2216, 4412, 5293, 2634, 1355, 1942, 2339, 4118, 4196, 4654, 3409, 2214, 276, 1180]"
24.0,1122.3,8,16,"[1299, 3224, 367, 4925, 1479, 2211, 3967, 4043, 3409, 1115, 3512, 2634, 1355, 1942, 4412, 2204, 4654, 2198, 3215, 1060, 1180, 3191, 276, 5598]"
16.0,890.91,11,16,"[4103, 4925, 4092, 2154, 5600, 743, 2204, 4118, 4412, 2959, 3967, 2634, 1942, 1355, 4124, 1080]"
6.0,477.89,8,16,"[4103, 2650, 4110, 2728, 1355, 1942]"
16.0,594.46,12,16,"[4103, 4925, 4110, 2728, 4064, 1942, 4121, 2080, 1346, 4097, 2634, 3967, 295, 3564, 4118, 1180]"
19.0,1010.16,9,16,"[1299, 2728, 3409, 4925, 4064, 2080, 2375, 4121, 3012, 3004, 3967, 3512, 4412, 4654, 4327, 2634, 1942, 1355, 2204]"
24.0,887.66,13,16,"[9, 4064, 1355, 3672, 295, 1942, 4121, 2728, 4412, 4118, 4106, 2634, 2204, 2959, 3967, 1496, 2080, 4654, 2198, 1180, 4097, 3215, 5598, 276]"
17.0,589.1,13,17,"[4103, 4925, 4110, 4064, 2728, 2208, 1942, 4121, 1346, 4097, 295, 3967, 3564, 4118, 2634, 5598, 1180]"
23.0,1055.74,10,17,"[1299, 1948, 2634, 4925, 4121, 2728, 3967, 1355, 1942, 2204, 1224, 3930, 1060, 4043, 2619, 4412, 3512, 2198, 2883, 3215, 276, 5598, 1180]"
24.0,989.75,12,16,"[4103, 4925, 2314, 2728, 2080, 4121, 3967, 4097, 1942, 4043, 3512, 3004, 692, 3409, 2198, 5598, 2204, 3215, 4412, 2634, 1355, 4654, 1180, 276]"
22.0,1037.32,11,17,"[4103, 4925, 4064, 1219, 2728, 4118, 1942, 3967, 4121, 804, 5293, 3191, 2634, 1355, 3409, 3512, 4654, 2204, 3215, 1180, 454, 4412]"
6.0,623.65,7,17,"[4103, 4925, 1355, 1901, 2728, 1942]"
11.0,867.64,8,17,"[4103, 4925, 2728, 1436, 1355, 1559, 2634, 3409, 1942, 4412, 2204]"
24.0,1076.48,10,16,"[1299, 3224, 2728, 4925, 2080, 4121, 3967, 4097, 3004, 1311, 3409, 692, 3512, 2634, 1355, 4654, 4412, 2204, 1942, 3215, 1180, 276, 2198, 5598]"
