n_nodes,influence,communities,time,nodes
22.0,110.77,6,8,"[1921, 843, 81, 926, 1367, 1043, 1701, 1146, 945, 1091, 1123, 1134, 774, 648, 622, 1161, 457, 724, 841, 1389, 445, 1139]"
48.0,170.29,6,8,"[1921, 843, 457, 1701, 661, 1367, 1134, 1147, 926, 1027, 1013, 1389, 415, 206, 41, 744, 524, 1142, 934, 179, 982, 1842, 1146, 460, 648, 158, 209, 622, 1139, 894, 1034, 1163, 1123, 1956, 724, 913, 400, 662, 664, 445, 351, 959, 1218, 841, 1484, 855, 1900, 611]"
11.0,66.43,5,7,"[1921, 843, 964, 1661, 1144, 1027, 2012, 1091, 611, 457, 622]"
2.0,7.17,2,3,"[989, 47]"
16.0,89.13,5,8,"[1921, 1838, 1367, 1108, 52, 1167, 695, 457, 944, 206, 622, 982, 1139, 1034, 611, 841]"
15.0,74.9,7,8,"[1921, 843, 1701, 1167, 132, 415, 1367, 1013, 1134, 1997, 457, 1147, 744, 1842, 841]"
31.0,135.33,6,8,"[1921, 843, 926, 132, 638, 1252, 1389, 1367, 774, 1129, 1672, 1013, 744, 524, 915, 400, 934, 457, 1163, 841, 397, 724, 1146, 1034, 1124, 1123, 1027, 1139, 611, 622, 894]"
44.0,161.79,6,8,"[1921, 843, 1129, 132, 926, 1134, 1672, 1367, 1389, 1013, 638, 744, 524, 915, 934, 107, 913, 209, 774, 457, 1123, 1146, 397, 662, 1139, 1163, 724, 1034, 894, 622, 351, 410, 648, 400, 664, 1377, 445, 959, 841, 855, 1484, 1218, 1900, 611]"
25.0,118.62,5,8,"[1921, 843, 457, 926, 1147, 1367, 994, 132, 1842, 1134, 638, 533, 209, 855, 611, 1123, 1389, 1034, 1163, 622, 400, 894, 724, 445, 959]"
27.0,120.7,5,9,"[1921, 1155, 964, 926, 1367, 1167, 695, 944, 457, 934, 1146, 1139, 445, 959, 622, 842, 1142, 894, 1484, 1218, 460, 1040, 1027, 636, 1900, 1, 611]"
10.0,51.9,6,8,"[1921, 843, 926, 1367, 1661, 1027, 1997, 622, 611, 871]"
38.0,149.92,5,8,"[1921, 843, 1147, 457, 994, 1367, 1134, 132, 926, 1013, 1389, 1842, 982, 158, 744, 866, 1142, 460, 638, 1040, 1027, 1146, 636, 1, 774, 1163, 622, 1139, 400, 894, 445, 1123, 724, 959, 1240, 1484, 611, 1900]"
4.0,24.15,4,4,"[1921, 724, 1367, 1210]"
7.0,35.31,5,7,"[1921, 843, 10, 926, 1701, 945, 1134]"
31.0,138.21,4,8,"[1921, 843, 1147, 994, 457, 1367, 1134, 524, 915, 1013, 934, 1389, 365, 926, 841, 397, 744, 1034, 638, 1124, 1027, 774, 1146, 1163, 400, 894, 724, 1123, 611, 622, 1139]"
25.0,117.3,7,8,"[1921, 1993, 132, 926, 1367, 638, 1134, 1389, 1027, 774, 1672, 1013, 622, 744, 1034, 1129, 457, 524, 667, 1163, 611, 934, 445, 1146, 959]"
12.0,68.8,6,7,"[1921, 843, 926, 1367, 1661, 1027, 1997, 611, 622, 417, 457, 982]"
26.0,120.0,5,8,"[1921, 843, 1147, 994, 457, 1367, 1134, 132, 926, 1013, 1148, 310, 1290, 415, 934, 1091, 107, 841, 662, 611, 622, 894, 1146, 1139, 445, 959]"
10.0,65.36,4,8,"[1921, 993, 1028, 1091, 982, 841, 1367, 457, 611, 622]"
39.0,147.79,7,8,"[1921, 1993, 132, 926, 1367, 1027, 1134, 1672, 638, 1389, 1129, 622, 1013, 524, 934, 1218, 774, 744, 913, 1213, 611, 457, 397, 1146, 724, 662, 351, 1034, 1139, 1163, 894, 847, 400, 714, 648, 959, 664, 1123, 1377]"
40.0,150.02,7,9,"[1921, 843, 418, 1367, 1661, 926, 841, 1134, 894, 2009, 1454, 1218, 1147, 994, 1027, 1013, 1034, 1842, 1163, 622, 397, 400, 982, 611, 1139, 913, 847, 1146, 351, 662, 744, 664, 158, 415, 445, 959, 460, 209, 724, 1123]"
12.0,75.82,3,8,"[1921, 843, 1013, 910, 1134, 638, 1124, 622, 417, 457, 982, 611]"
48.0,166.59,7,8,"[1921, 843, 926, 1661, 1367, 498, 415, 1013, 1997, 351, 622, 1134, 744, 1139, 1842, 611, 1147, 847, 841, 994, 457, 397, 662, 1123, 724, 421, 158, 1163, 913, 1146, 1034, 855, 445, 1859, 648, 1142, 209, 460, 1672, 524, 934, 179, 1484, 1900, 1218, 959, 894, 400]"
46.0,164.62,7,8,"[1921, 1993, 132, 926, 1367, 638, 1134, 1389, 774, 1672, 1027, 622, 1013, 457, 1129, 524, 744, 1146, 397, 611, 179, 1183, 1177, 1034, 1163, 1090, 351, 1139, 934, 445, 894, 400, 959, 1218, 662, 1123, 841, 415, 913, 158, 1900, 460, 1484, 855, 209, 724]"
29.0,129.79,7,8,"[1921, 843, 163, 1661, 964, 1367, 1147, 2012, 889, 855, 1027, 1696, 982, 894, 1163, 1146, 622, 445, 724, 1123, 959, 1218, 1484, 206, 611, 457, 1139, 209, 841]"
30.0,130.63,7,8,"[1921, 843, 1701, 926, 132, 415, 1367, 1013, 1134, 1997, 1147, 1226, 457, 1163, 400, 445, 841, 959, 611, 1218, 1123, 1484, 847, 724, 209, 855, 1146, 622, 1139, 894]"
5.0,19.37,5,4,"[398, 1993, 132, 926, 1367]"
20.0,107.73,4,8,"[1921, 843, 1013, 910, 1134, 638, 1367, 1078, 982, 1163, 1147, 622, 889, 1146, 611, 1331, 530, 457, 1122, 1175]"
10.0,59.5,5,8,"[929, 1155, 687, 1367, 145, 1027, 1828, 611, 622, 894]"
18.0,94.46,6,8,"[1921, 843, 964, 1661, 1367, 1997, 351, 847, 1027, 1147, 457, 622, 1091, 982, 1139, 232, 572, 611]"
28.0,124.5,7,8,"[1921, 843, 1147, 994, 457, 1367, 1997, 1129, 524, 959, 1013, 107, 662, 926, 1389, 2014, 1672, 1492, 1027, 611, 1123, 744, 1034, 1163, 622, 894, 1139, 724]"
22.0,104.4,7,9,"[1921, 1993, 132, 926, 1367, 638, 1134, 1389, 1027, 774, 1672, 1013, 622, 744, 1034, 1129, 457, 524, 667, 1163, 611, 1584]"
11.0,55.0,6,7,"[1921, 843, 926, 1367, 132, 1351, 611, 1997, 509, 457, 1147]"
16.0,85.78,6,8,"[1921, 1155, 964, 926, 1167, 1367, 1997, 1389, 1129, 622, 1013, 457, 744, 266, 959, 107]"
31.0,134.76,7,8,"[1921, 1993, 132, 926, 1672, 1367, 1129, 638, 667, 1134, 445, 1389, 397, 1013, 1027, 774, 622, 834, 400, 894, 744, 1034, 724, 1123, 1146, 524, 457, 1139, 1163, 611, 934]"
12.0,75.72,4,8,"[1921, 843, 964, 1661, 1144, 1047, 1027, 1091, 457, 894, 622, 611]"
