n_nodes,influence,communities,time,nodes
91.0,472.03,6,11,"[2643, 188, 2180, 1420, 545, 107, 2417, 3129, 1813, 1376, 1684, 1718, 1800, 3185, 1920, 2090, 2365, 40, 1862, 906, 2325, 422, 2359, 1148, 2257, 1078, 456, 2369, 1006, 2004, 1032, 2218, 122, 1994, 2436, 3274, 1367, 1746, 2267, 2134, 1730, 400, 2827, 2912, 1614, 2911, 1335, 1277, 2729, 3101, 2104, 2382, 3077, 1457, 2264, 3026, 2916, 1983, 2345, 3426, 1426, 1622, 2549, 2561, 2334, 1352, 3284, 2271, 2629, 2294, 3019, 1576, 2619, 2602, 942, 896, 2510, 1036, 1590, 1927, 2742, 2131, 2724, 567, 520, 3728, 2117, 2463, 553, 3253, 2115]"
2.0,139.47,3,14,"[1285, 2654]"
18.0,319.56,6,17,"[2507, 1684, 2915, 1813, 2084, 1735, 3302, 2417, 2657, 1376, 40, 1004, 2543, 3894, 2394, 2509, 2694, 107]"
6.0,184.91,6,16,"[2590, 3581, 1644, 14, 2694, 2348]"
26.0,353.98,6,15,"[1285, 2206, 3033, 1929, 1813, 353, 1302, 3593, 2084, 2417, 1684, 1842, 40, 1113, 1768, 2102, 2042, 2278, 107, 1004, 925, 2543, 2719, 930, 492, 395]"
11.0,276.86,6,18,"[1285, 3033, 1420, 107, 3615, 2520, 2785, 686, 559, 2607, 1017]"
43.0,388.72,7,14,"[2643, 2307, 1420, 107, 2180, 545, 2417, 3129, 1813, 1278, 1718, 1684, 1655, 3035, 1112, 40, 2396, 1735, 1004, 2543, 2446, 2901, 2833, 2333, 3188, 1255, 1768, 1146, 4021, 3687, 2793, 3064, 3355, 2154, 2165, 2111, 697, 1017, 686, 2785, 2607, 559, 1841]"
25.0,352.82,6,16,"[1285, 3033, 2206, 1929, 1813, 353, 1302, 3593, 1039, 1113, 2102, 2417, 1684, 1336, 107, 2278, 40, 492, 2042, 1768, 3687, 925, 2719, 2793, 1955]"
51.0,404.53,7,14,"[2643, 2307, 1420, 2180, 545, 107, 3129, 2417, 1813, 1376, 1718, 1655, 3035, 1684, 2396, 652, 1048, 1261, 2810, 3011, 40, 3971, 2492, 1826, 2669, 2543, 766, 1235, 3547, 1004, 3633, 2271, 2793, 1768, 3085, 1259, 2991, 322, 1672, 1515, 2111, 960, 3140, 3078, 3793, 2384, 2280, 2122, 1377, 2939, 1650]"
19.0,306.08,7,16,"[4020, 2307, 1420, 2619, 395, 1279, 705, 1684, 3535, 1768, 40, 1368, 1004, 2543, 2111, 2254, 2719, 3126, 2509]"
47.0,394.66,6,14,"[282, 2307, 1420, 107, 2188, 1702, 1515, 1891, 2151, 1684, 2088, 2343, 2237, 1302, 2064, 497, 1721, 913, 353, 3593, 1577, 170, 3220, 378, 1849, 2319, 3232, 1605, 902, 3077, 3117, 1557, 2607, 2169, 2936, 1285, 2423, 3113, 3417, 1570, 1565, 952, 2007, 2880, 2717, 2289, 1893]"
65.0,433.05,7,13,"[2460, 2765, 348, 1813, 353, 1302, 3593, 1039, 1113, 2102, 374, 2417, 2042, 1684, 2066, 492, 1955, 925, 1285, 107, 2363, 2719, 2084, 1255, 1146, 4021, 3687, 913, 2341, 1935, 3355, 3220, 1577, 1768, 170, 2169, 1912, 1557, 1849, 1004, 2712, 4007, 2994, 1605, 705, 2698, 1192, 1331, 1435, 1663, 2201, 1570, 1565, 2880, 2717, 2289, 1947, 56, 2078, 2075, 2625, 1199, 2072, 315, 2508]"
28.0,353.98,7,17,"[1285, 3033, 1420, 40, 2715, 1813, 3670, 3403, 2111, 1768, 2385, 2254, 2719, 1004, 2084, 3126, 891, 1279, 2072, 107, 1684, 1691, 1943, 2026, 1305, 2509, 3232, 3117]"
4.0,171.75,5,15,"[2323, 3549, 1420, 169]"
4.0,207.9,4,17,"[1199, 3033, 2206, 2619]"
70.0,442.16,6,13,"[2643, 1735, 2307, 1420, 2446, 107, 2901, 2417, 1813, 2180, 1684, 2833, 2333, 40, 3129, 545, 3188, 1718, 3035, 2396, 1655, 1004, 2543, 1768, 3320, 1085, 2985, 525, 2666, 2133, 1472, 1845, 2607, 1376, 3085, 1259, 2991, 322, 1672, 334, 2111, 960, 3140, 3078, 3793, 2384, 2280, 2122, 1377, 2939, 1650, 1945, 1600, 993, 917, 1689, 289, 2172, 364, 3084, 1583, 1668, 2461, 2471, 7, 1573, 2580, 2409, 2377, 1925]"
34.0,370.82,7,15,"[1285, 3033, 2206, 1929, 1813, 2084, 40, 1302, 353, 3593, 1113, 2417, 2173, 1684, 2102, 2042, 2278, 925, 2719, 930, 1768, 492, 107, 395, 1004, 2509, 2543, 697, 2111, 1577, 1947, 170, 2169, 1912]"
3.0,184.48,4,17,"[1199, 4019, 2206]"
78.0,452.53,7,12,"[2643, 1428, 2307, 134, 1813, 107, 545, 2417, 3129, 1376, 2111, 1718, 1655, 1768, 1004, 3035, 1278, 2396, 652, 1048, 1261, 2810, 2329, 3971, 1684, 2492, 1826, 2793, 2669, 1820, 1235, 40, 1351, 3633, 2271, 3085, 1259, 2991, 322, 1672, 1515, 960, 3140, 3078, 3793, 2384, 2280, 2122, 1377, 2939, 1650, 1945, 1600, 993, 917, 1689, 289, 364, 3084, 1583, 1668, 2461, 2471, 7, 1573, 2580, 2409, 2377, 1925, 2172, 1673, 2465, 2955, 842, 2376, 781, 3381, 1577]"
37.0,377.4,5,14,"[1285, 3033, 2206, 1929, 1302, 1813, 1039, 353, 3593, 1113, 2102, 2417, 2278, 3871, 2084, 1684, 492, 2042, 3687, 2506, 107, 2719, 2793, 1955, 2148, 2694, 3355, 2289, 2064, 1768, 2543, 913, 902, 1004, 1192, 1947, 2169]"
10.0,129.74,7,15,"[1285, 3033, 2682, 2042, 3741, 1944, 204, 1329, 823, 2327]"
5.0,156.87,6,14,"[2323, 3549, 1769, 169, 3102]"
24.0,343.68,5,16,"[1285, 3033, 1420, 2715, 921, 1813, 353, 1302, 1768, 2385, 543, 3126, 2084, 705, 1279, 2072, 1691, 1943, 107, 2509, 2254, 1684, 2111, 2719]"
91.0,471.54,7,11,"[2643, 2180, 2307, 1420, 545, 107, 2417, 3129, 1813, 1278, 1718, 1684, 1655, 3035, 1112, 2396, 1735, 1004, 2543, 40, 2446, 2901, 2833, 2333, 3188, 1255, 1768, 2369, 1006, 2004, 1032, 2218, 122, 1994, 2436, 3274, 1367, 1746, 2267, 2134, 1730, 400, 2827, 2912, 1614, 2911, 1335, 1277, 2729, 3101, 2104, 2382, 3077, 1457, 2264, 3026, 2916, 1983, 2345, 3426, 1426, 1622, 959, 2561, 2334, 1352, 3284, 2271, 2629, 2294, 3019, 1576, 2619, 2602, 942, 896, 741, 1036, 1590, 1927, 2742, 2131, 2724, 567, 520, 3728, 2117, 2463, 553, 3253, 2115]"
55.0,412.71,6,13,"[2643, 2862, 2307, 1420, 1431, 1707, 3868, 107, 3062, 2543, 2950, 3022, 2348, 3150, 40, 1528, 3403, 3355, 1117, 497, 3342, 378, 2319, 1735, 1721, 1684, 2064, 913, 3593, 2341, 1935, 353, 2343, 902, 3220, 1577, 170, 2169, 1912, 395, 2525, 1849, 2712, 1605, 1331, 1435, 1663, 2201, 1570, 1565, 1618, 2717, 2289, 1192, 1947]"
28.0,355.8,6,16,"[1285, 3033, 2206, 1929, 2555, 1813, 3670, 3403, 1524, 2385, 2254, 1768, 1004, 2719, 2084, 3126, 891, 1279, 2072, 107, 1684, 1691, 1943, 2026, 1305, 2509, 3232, 3117]"
46.0,394.25,6,13,"[1285, 3033, 1420, 107, 1347, 3912, 2464, 2417, 1768, 356, 2233, 3417, 1004, 1735, 2543, 2524, 2088, 1416, 353, 3593, 1684, 2132, 497, 2343, 3342, 378, 2319, 1721, 902, 2064, 913, 1302, 1935, 3220, 1577, 1344, 170, 2169, 1912, 1557, 3280, 2712, 1605, 2073, 1946, 2072]"
49.00000000000001,400.7,7,13,"[1285, 3033, 2206, 1929, 2555, 1813, 3670, 3403, 1524, 2385, 2254, 3126, 1768, 2719, 1004, 891, 1279, 3736, 1943, 2072, 2084, 2026, 1305, 1684, 107, 2509, 3232, 3117, 1605, 705, 2698, 1192, 1331, 1435, 1663, 2201, 1570, 1565, 2880, 2717, 2289, 1947, 56, 2078, 2075, 2625, 1199, 315, 2508]"
24.0,342.33,7,16,"[1285, 3033, 2206, 1929, 2555, 1813, 3670, 1524, 543, 3403, 705, 2385, 1404, 2719, 2254, 1279, 1004, 3126, 107, 2509, 2072, 1684, 102, 1943]"
13.0,304.06,7,17,"[2643, 706, 3615, 1420, 2520, 2785, 107, 686, 40, 1768, 1684, 1004, 2543]"
6.0,234.24,3,17,"[2643, 2307, 1420, 2206, 1842, 2348]"
62.0,426.96,7,12,"[2460, 2765, 348, 1813, 353, 3593, 1302, 902, 1790, 1740, 2102, 2417, 2543, 2410, 2283, 2042, 1735, 1628, 2266, 1684, 107, 2148, 925, 2363, 1146, 2793, 1255, 2867, 2509, 2084, 3687, 2719, 2009, 1285, 930, 2642, 697, 1912, 1768, 395, 2111, 2381, 2864, 2254, 3355, 0, 3087, 1541, 1137, 1613, 1361, 493, 2994, 1289, 2278, 1056, 2338, 1192, 3397, 1545, 2029, 2698]"
38.0,383.01,7,15,"[1285, 1420, 3033, 3615, 107, 2520, 2785, 686, 559, 2607, 1017, 2026, 1305, 1684, 2509, 3232, 3117, 1605, 705, 2698, 1192, 1331, 1435, 1663, 2201, 1570, 1565, 2880, 2717, 2289, 1947, 56, 2078, 2075, 2864, 1199, 315, 2508]"
29.0,361.9,6,14,"[1285, 3033, 2206, 1730, 2555, 1813, 3670, 3403, 1524, 2385, 2254, 2719, 1768, 1004, 2084, 3126, 891, 1279, 2072, 1691, 1943, 1684, 107, 2026, 1305, 2509, 3232, 3117, 1912]"
13.0,312.33,6,18,"[2643, 3798, 1420, 2307, 1431, 1707, 686, 2282, 107, 1768, 2543, 1004, 1684]"
94.0,480.39,6,11,"[2643, 2307, 1376, 107, 1420, 3320, 2417, 1085, 545, 2180, 40, 2004, 1768, 1004, 2543, 1032, 1813, 67, 1735, 2218, 1684, 122, 3129, 1994, 3035, 3188, 2396, 2436, 1718, 3274, 2901, 1367, 1746, 2267, 2134, 1730, 400, 2827, 2446, 2333, 2912, 2833, 1614, 2911, 1335, 1277, 1006, 2729, 3101, 2104, 2382, 3077, 1146, 3804, 1024, 2951, 1289, 2698, 1804, 2072, 2201, 1946, 2075, 1435, 1255, 1565, 348, 2717, 2154, 1613, 1361, 2925, 1056, 1570, 2338, 1663, 1947, 1192, 2240, 1199, 2994, 1331, 2485, 2655, 56, 1863, 315, 2289, 957, 2625, 2880, 3397, 2508, 353]"
11.0,266.87,7,18,"[3060, 166, 1420, 3773, 1391, 2520, 2785, 686, 559, 2607, 1017]"
53.0,405.97,7,13,"[2643, 2224, 2307, 1420, 2862, 303, 107, 1431, 2543, 3062, 1707, 1428, 3539, 3868, 1000, 3022, 2347, 1644, 1997, 697, 2950, 1735, 925, 1888, 2793, 3687, 2363, 2867, 0, 1716, 2509, 2148, 2642, 957, 2111, 2075, 1271, 2122, 2254, 1684, 2719, 2939, 1339, 1589, 2059, 246, 930, 395, 1945, 993, 1600, 520, 1146]"
60.0,420.98,6,14,"[2643, 1428, 2307, 134, 1813, 107, 545, 2417, 3129, 1376, 2111, 1718, 1655, 1768, 1004, 3035, 1278, 2396, 652, 1048, 1261, 2810, 2329, 3971, 1684, 2492, 1826, 2793, 2669, 1820, 1235, 2145, 1351, 3633, 2271, 3085, 1259, 2991, 322, 1672, 1515, 960, 3140, 3078, 3793, 2384, 2280, 2122, 1377, 2939, 1650, 1945, 1600, 993, 917, 1689, 289, 364, 3084, 1583]"
19.0,325.78,6,17,"[2643, 2307, 1420, 107, 2180, 545, 2417, 2657, 3894, 1684, 40, 2394, 2694, 3333, 2296, 2543, 1735, 925, 1376]"
22.0,339.97,6,15,"[1285, 3033, 2206, 1929, 2555, 1813, 3670, 3403, 2310, 3035, 3337, 2396, 2254, 40, 2446, 1768, 2543, 1004, 2901, 2072, 107, 1684]"
7.0,262.28,4,18,"[1431, 2180, 1420, 785, 2307, 2229, 107]"
7.0,226.72,6,18,"[4020, 2307, 1420, 2619, 925, 206, 3931]"
69.0,440.24,6,13,"[1427, 2307, 1420, 3464, 1813, 107, 545, 2417, 3129, 1376, 2111, 1718, 1655, 1768, 1004, 3035, 1278, 2396, 652, 1048, 1261, 2810, 2329, 3971, 1684, 2492, 1826, 2793, 2669, 1820, 1235, 200, 1351, 3633, 2271, 3085, 1259, 2991, 322, 1672, 1515, 960, 3140, 3078, 3793, 2384, 2280, 2122, 1377, 2939, 1650, 1945, 1600, 993, 917, 1689, 289, 364, 3084, 1583, 1668, 2461, 2471, 7, 1573, 2079, 2409, 2377, 1925]"
8.0,242.32,6,17,"[4020, 2307, 1420, 3952, 925, 206, 3931, 1912]"
3.0,185.49,3,16,"[2460, 2217, 1199]"
10.0,258.05,6,17,"[4020, 2307, 1420, 1916, 925, 206, 3931, 2543, 1735, 1376]"
20.0,336.33,7,17,"[1285, 2661, 2206, 1420, 2520, 2785, 686, 2543, 40, 492, 3809, 3687, 1768, 2719, 925, 1004, 2793, 1955, 107, 1684]"
33.0,363.77,7,14,"[1285, 3033, 2206, 1929, 1813, 2084, 40, 3536, 353, 3593, 1113, 2417, 2173, 1684, 2102, 2042, 2278, 925, 2719, 930, 1768, 492, 107, 395, 1004, 2509, 2543, 697, 2111, 1577, 1947, 170, 2169]"
74.0,449.82,7,12,"[2643, 706, 3615, 2520, 1420, 2417, 1813, 3129, 1376, 1004, 1684, 2543, 107, 1735, 1718, 1655, 3035, 2719, 40, 1768, 2396, 2446, 2901, 2833, 3687, 2333, 2793, 3188, 3320, 1085, 2509, 2009, 930, 2642, 697, 395, 2111, 2381, 2864, 2254, 0, 3087, 1541, 4023, 372, 2937, 2165, 1024, 438, 1893, 1912, 2052, 1146, 493, 1289, 853, 566, 2698, 1811, 2075, 1259, 2717, 1255, 1056, 1361, 348, 2154, 2338, 1192, 1199, 2994, 202, 315, 957]"
82.0,466.04,7,13,"[1285, 1420, 3033, 3615, 2520, 107, 2785, 686, 559, 2607, 3802, 2026, 1305, 1684, 2509, 3232, 2543, 67, 2218, 122, 3129, 1994, 1435, 1663, 2698, 1813, 1192, 1735, 3035, 2717, 3188, 2396, 2436, 2289, 56, 1718, 3274, 2901, 1367, 930, 2864, 1947, 315, 1199, 2642, 697, 2508, 2075, 395, 2111, 2381, 2254, 2719, 0, 3087, 1541, 1893, 438, 493, 853, 566, 2052, 4023, 372, 1146, 2937, 1811, 2165, 1024, 2951, 1289, 1056, 2338, 2994, 1255, 2154, 348, 957, 2625, 3397, 3599, 353]"
32.0,366.73,6,15,"[1285, 2715, 3033, 1420, 1813, 40, 1302, 1768, 2417, 353, 2084, 2042, 1790, 1740, 162, 3355, 2543, 2410, 925, 2283, 1735, 1628, 2163, 2266, 1684, 2148, 2867, 1912, 3687, 2793, 107, 2719]"
55.0,412.69,7,14,"[2643, 706, 3615, 2520, 2417, 1420, 1813, 3129, 1376, 1004, 1684, 1718, 1655, 2543, 3035, 107, 2719, 1768, 1735, 2396, 2446, 2402, 2833, 40, 3687, 2333, 2793, 3188, 3320, 1085, 2509, 2009, 930, 2642, 697, 2111, 2381, 2864, 2254, 0, 395, 3087, 1541, 4023, 1663, 2201, 1570, 1565, 1618, 353, 1912, 1192, 2289, 1947, 2717]"
41.0,386.2,7,13,"[1285, 2715, 3033, 1420, 1813, 40, 1302, 1768, 2417, 353, 2084, 2042, 1790, 1740, 902, 1623, 2543, 2410, 925, 2283, 1735, 1628, 2163, 1684, 2266, 3687, 2148, 2793, 2867, 1912, 2509, 107, 2009, 930, 2642, 697, 395, 2111, 2381, 2864, 2254]"
94.0,477.46,7,11,"[2643, 1428, 134, 545, 1813, 2307, 3670, 2111, 3403, 1768, 2018, 107, 2719, 891, 2026, 2084, 3126, 2254, 1305, 3232, 2833, 2333, 2072, 3188, 3320, 1085, 2985, 525, 1004, 1684, 2666, 2133, 1472, 1845, 2607, 124, 3113, 2423, 3417, 2324, 952, 2007, 2347, 1006, 438, 2052, 1893, 566, 853, 2172, 493, 1912, 1811, 1146, 1613, 1361, 1255, 348, 2240, 2951, 2029, 2154, 1804, 2485, 2964, 1863, 2925, 1056, 3397, 1024, 1289, 2262, 1192, 1331, 1435, 2994, 1663, 2201, 1570, 1565, 2698, 2880, 2717, 2289, 1947, 353, 56, 957, 2075, 2625, 1199, 315, 2508, 2338]"
2.0,155.45,1,15,"[2381, 2654]"
35.0,374.08,6,14,"[1285, 1929, 2206, 3033, 2555, 1813, 3670, 3403, 1524, 2385, 2254, 3126, 1768, 2719, 1004, 891, 1279, 3736, 1943, 2072, 2084, 2026, 1305, 1684, 107, 2509, 3232, 3117, 1605, 705, 2698, 1192, 1331, 1912, 1663]"
6.0,227.84,5,18,"[3654, 3033, 2206, 1420, 1842, 2348]"
9.0,112.27,7,14,"[1199, 166, 1420, 3464, 2862, 785, 2874, 2421, 2327]"
79.0,461.64,7,13,"[1285, 2661, 2206, 1420, 2520, 2417, 1813, 3129, 2543, 1376, 1735, 40, 1718, 2719, 720, 3035, 1768, 3687, 1004, 2396, 2446, 1684, 2901, 2793, 107, 2833, 2333, 3188, 3320, 1085, 2509, 2009, 930, 2642, 697, 395, 2111, 2381, 2864, 2254, 0, 3087, 1541, 4023, 372, 2937, 2165, 1024, 438, 1893, 1912, 2052, 1146, 493, 1289, 853, 566, 2698, 1811, 2075, 1947, 2717, 1255, 1056, 1361, 348, 2154, 2338, 1192, 1199, 2994, 202, 315, 957, 514, 3397, 2508, 353, 2289]"
64.0,430.84,6,14,"[2643, 1428, 2307, 134, 1813, 545, 107, 2417, 3129, 1376, 2111, 1718, 1655, 3035, 1278, 1004, 1768, 2396, 652, 1048, 1261, 2737, 2329, 3971, 2492, 1684, 1826, 2793, 2669, 1820, 1235, 40, 1351, 3633, 2271, 3085, 1259, 2991, 322, 1672, 1515, 960, 3140, 3078, 3793, 2384, 2280, 2122, 1377, 2939, 1650, 1945, 1600, 993, 917, 1689, 289, 364, 3084, 1583, 1668, 2461, 2471, 7]"
30.0,363.32,5,15,"[1285, 2715, 3033, 1165, 1813, 1302, 40, 2417, 1768, 353, 2084, 2042, 1849, 2754, 1605, 1331, 2543, 1435, 1663, 2201, 1570, 1565, 1618, 2717, 1684, 2289, 1192, 1912, 1947, 107]"
