n_nodes,influence,communities,time,nodes
37.0,2270.01,7,14,"[479, 2180, 3142, 318, 668, 2383, 96, 150, 103, 2882, 686, 922, 3611, 2190, 3559, 3577, 2168, 734, 3506, 2173, 1887, 895, 3964, 304, 1333, 1274, 857, 848, 3429, 3420, 438, 1144, 437, 3274, 1840, 3685, 3708]"
69.0,2296.5,7,13,"[3680, 1359, 3142, 1097, 3856, 150, 3611, 277, 130, 1543, 2111, 3779, 3588, 2557, 4033, 3522, 686, 3912, 1579, 2762, 1765, 239, 3183, 756, 1144, 3559, 2920, 3420, 3554, 3164, 3934, 2286, 240, 3313, 249, 2555, 1758, 2152, 745, 3808, 3708, 2019, 3429, 998, 1638, 1266, 3560, 235, 1643, 2672, 783, 787, 1274, 2327, 1168, 2857, 3883, 3878, 1329, 2866, 823, 1854, 3905, 326, 1884, 3933, 2398, 3433, 3444]"
3.0,2068.58,6,20,"[2683, 2550, 3521]"
52.0,2284.01,7,13,"[3680, 2180, 3142, 2923, 3881, 3326, 3989, 1512, 406, 1176, 3611, 3671, 298, 3577, 2168, 3559, 2425, 239, 686, 3506, 2173, 1758, 895, 1957, 304, 1274, 3964, 1333, 2190, 1840, 438, 437, 1144, 3274, 848, 3420, 734, 2555, 3554, 2019, 1765, 2152, 3313, 3685, 3429, 1638, 3708, 3560, 235, 1643, 240, 2672]"
4.0,2110.34,6,19,"[2864, 2180, 327, 3611]"
21.0,2248.22,7,17,"[3680, 2180, 3142, 9, 3881, 668, 150, 3790, 3611, 406, 686, 1176, 3671, 2353, 3771, 3577, 3559, 1274, 3506, 3903, 304]"
49.00000000000001,2278.81,7,13,"[3680, 2206, 780, 3577, 1352, 552, 3598, 1648, 62, 1604, 686, 1543, 3475, 3274, 1212, 3928, 4033, 3522, 3912, 3529, 224, 1359, 3554, 1241, 1765, 2152, 643, 1992, 873, 2257, 2155, 3207, 3420, 3708, 3164, 998, 3934, 2019, 1638, 1758, 1957, 235, 3560, 240, 249, 1643, 239, 2672, 3313]"
34.0,2266.39,7,14,"[479, 2180, 3142, 96, 318, 2383, 2882, 668, 103, 734, 1887, 857, 150, 848, 3559, 3577, 686, 3429, 249, 2173, 922, 895, 3611, 795, 3964, 2168, 304, 3506, 1274, 1333, 438, 437, 3274, 1144]"
40.0,2270.22,7,14,"[479, 2180, 3142, 96, 3510, 2383, 3577, 668, 103, 1887, 857, 438, 2882, 150, 3559, 2152, 686, 3554, 1765, 2173, 734, 895, 922, 3611, 3964, 2190, 2168, 1274, 304, 3506, 1840, 1333, 437, 3274, 1144, 3429, 848, 3420, 3708, 3685]"
8.0,2214.77,6,18,"[3680, 2598, 3142, 9, 3881, 3246, 3611, 686]"
9.0,2218.05,7,15,"[3680, 2180, 3142, 9, 3881, 3611, 1600, 3246, 686]"
8.0,2211.48,7,19,"[2683, 2638, 2049, 3881, 9, 3611, 3246, 686]"
88.0,2314.24,7,12,"[3680, 2180, 3886, 277, 130, 1543, 2111, 3611, 3779, 686, 3588, 2328, 4033, 3522, 3912, 3868, 3559, 2762, 1359, 3554, 1274, 1765, 2152, 745, 2286, 3183, 756, 2920, 3420, 1144, 3164, 3934, 1758, 3808, 2035, 2019, 3429, 998, 1638, 1266, 3560, 235, 1643, 239, 2672, 240, 783, 787, 249, 2555, 3313, 2327, 1168, 2857, 3883, 3878, 1329, 2866, 823, 1854, 659, 326, 1884, 3933, 2398, 3433, 3444, 2425, 3965, 3454, 1410, 3414, 428, 942, 2314, 1985, 453, 972, 3534, 3548, 3549, 3039, 2527, 3553, 1831, 3909, 2031, 505]"
57.0,2288.22,7,13,"[3123, 2180, 3142, 318, 3881, 739, 3611, 668, 3989, 406, 1176, 3671, 678, 1788, 239, 2672, 240, 208, 1565, 2859, 3783, 3632, 3433, 1929, 4022, 81, 1081, 3506, 2203, 446, 319, 2629, 601, 1114, 3919, 3554, 94, 2994, 745, 734, 2286, 790, 3813, 1859, 2152, 2125, 848, 974, 1638, 3708, 3685, 3964, 3420, 2555, 1274, 2173, 895]"
73.0,2300.04,7,13,"[3680, 3868, 1359, 2425, 3142, 1097, 3965, 3454, 3661, 150, 3611, 1410, 130, 277, 2111, 3779, 3588, 2557, 1543, 1884, 1765, 239, 3183, 756, 1144, 3912, 2762, 4033, 3522, 3559, 2920, 1274, 783, 1168, 240, 249, 2555, 3313, 686, 2286, 3708, 3554, 3420, 787, 3164, 3934, 2327, 2152, 745, 3878, 1266, 2857, 3883, 2672, 1329, 998, 1638, 1758, 3560, 2866, 3808, 3429, 2019, 235, 1643, 823, 1854, 3433, 3905, 326, 3933, 2398, 3444]"
86.0,2309.24,7,13,"[3680, 1579, 1359, 3414, 3142, 1097, 428, 942, 3856, 150, 3611, 2314, 1985, 277, 2111, 3779, 453, 2557, 972, 130, 1765, 239, 3183, 756, 1144, 3912, 2762, 4033, 3522, 3559, 2920, 1543, 3534, 3548, 240, 249, 2555, 3313, 686, 2286, 3708, 3554, 3420, 3549, 3164, 3934, 3588, 2152, 745, 3039, 1266, 2532, 3553, 2672, 3042, 998, 1638, 1758, 3560, 3909, 3808, 3429, 2019, 2505, 1643, 2031, 505, 3433, 1884, 1274, 783, 1168, 787, 3444, 2327, 3878, 2857, 3883, 1329, 2866, 823, 1854, 3905, 326, 3933, 2398]"
17.0,2239.53,7,16,"[2683, 2446, 103, 686, 3611, 3171, 2543, 3577, 3559, 3506, 304, 2584, 1333, 1274, 3964, 895, 2173]"
7.0,2181.76,6,19,"[1475, 2912, 3611, 9, 3881, 3811, 686]"
28.0,2258.34,7,14,"[2864, 2180, 3142, 9, 3611, 3881, 668, 150, 686, 3790, 103, 1642, 2168, 3577, 3559, 3506, 304, 922, 1333, 1274, 3018, 895, 2173, 3690, 437, 3274, 2190, 1144]"
32.0,2260.87,7,15,"[3680, 1954, 3886, 277, 130, 1543, 2111, 3611, 3779, 686, 3588, 2328, 4033, 3522, 3912, 3868, 3559, 2762, 1359, 3554, 1274, 1765, 2152, 745, 2286, 3183, 756, 2920, 3420, 1144, 3164, 3934]"
20.0,2242.24,7,16,"[2864, 2180, 3142, 318, 668, 2383, 3171, 3559, 103, 686, 3611, 2543, 304, 2557, 3577, 1333, 1274, 3964, 2173, 895]"
53.0,2287.19,7,13,"[3680, 2886, 1359, 3414, 3142, 1097, 428, 942, 3856, 150, 3611, 2314, 1985, 277, 2111, 3779, 453, 2557, 972, 130, 1765, 239, 3183, 756, 1144, 3912, 2762, 4033, 3522, 3559, 2920, 1543, 3534, 3548, 240, 249, 2555, 3313, 686, 2286, 3708, 3554, 3420, 3549, 3164, 3934, 3588, 2152, 745, 3039, 1266, 2532, 3553]"
5.0,2148.77,6,16,"[1684, 2180, 465, 9, 3790]"
