n_nodes,influence,communities,time,nodes
21.0,33.69,8,2,"[2577, 2045, 2054, 302, 2419, 1308, 3277, 2536, 2616, 3068, 202, 1839, 830, 556, 3136, 3560, 2650, 572, 80, 3631, 1981]"
19.0,31.33,6,3,"[2577, 2045, 2054, 3277, 202, 1308, 3136, 556, 2616, 3068, 302, 3601, 2419, 795, 2536, 2650, 830, 3377, 572]"
24.0,35.12,8,3,"[101, 572, 3375, 3277, 17, 3360, 3136, 556, 2187, 1729, 613, 80, 1459, 2207, 3165, 3784, 2650, 897, 1997, 2069, 3795, 1272, 462, 1235]"
31.0,47.4,7,3,"[2577, 572, 2045, 2054, 202, 2616, 3068, 3277, 2385, 3631, 2439, 748, 3183, 1132, 1117, 2650, 556, 919, 80, 1193, 1981, 2521, 1511, 1235, 1308, 3782, 2696, 3639, 3405, 237, 462]"
11.0,19.21,4,2,"[2577, 3068, 3723, 2114, 830, 2834, 17, 572, 3136, 3277, 556]"
40.0,58.94,6,3,"[2577, 2114, 3064, 17, 3277, 3360, 2536, 830, 3068, 3136, 556, 795, 1132, 919, 80, 2385, 2650, 1117, 1589, 3639, 3405, 2034, 3458, 3389, 2093, 642, 2207, 3473, 1235, 3777, 2997, 3631, 278, 2529, 1466, 1229, 996, 1605, 2696, 202]"
38.0,56.83,7,3,"[2577, 2114, 3064, 2536, 3277, 2207, 2563, 17, 3068, 3360, 3136, 3458, 556, 642, 80, 1132, 2696, 2385, 2650, 830, 1117, 2069, 919, 1231, 795, 2338, 2851, 3631, 3405, 1589, 1385, 3639, 1235, 572, 3389, 3165, 3784, 1758]"
22.0,34.29,7,2,"[2577, 2054, 2045, 3136, 56, 3277, 1308, 1060, 1746, 795, 556, 1132, 3360, 2405, 2385, 2650, 919, 1117, 1589, 3639, 1235, 572]"
8.0,12.98,5,2,"[2577, 2045, 15, 302, 2419, 58, 556, 3277]"
35.0,51.66,8,3,"[2577, 443, 302, 3601, 2054, 1308, 3277, 3360, 3458, 642, 1132, 3068, 830, 80, 3225, 2385, 2536, 2650, 572, 556, 1117, 574, 2696, 3136, 1235, 1981, 894, 321, 3631, 1193, 2338, 1163, 2521, 2776, 1739]"
13.0,18.66,7,2,"[2577, 1960, 1367, 2060, 73, 1639, 556, 58, 2505, 1243, 3183, 3136, 572]"
37.0,55.5,6,3,"[2577, 2114, 3064, 17, 3360, 3277, 830, 1132, 2536, 2405, 3068, 795, 2385, 3136, 556, 919, 2650, 1117, 1589, 3639, 887, 572, 2479, 1235, 2338, 3223, 1739, 185, 1511, 278, 2529, 3560, 3241, 1229, 996, 1605, 288]"
10.0,17.48,5,2,"[2577, 572, 2045, 2054, 202, 2047, 3068, 3277, 556, 3183]"
26.0,41.88,7,3,"[2577, 2536, 3064, 2114, 2207, 2776, 3277, 1981, 17, 2521, 1894, 3068, 3136, 556, 1132, 80, 2385, 1235, 2650, 792, 1589, 1117, 919, 795, 572, 3165]"
33.0,49.22,7,3,"[2577, 2536, 3064, 2114, 330, 830, 894, 3782, 795, 3068, 2060, 3183, 3277, 1117, 1193, 524, 919, 365, 1132, 2028, 3360, 2650, 1589, 59, 2385, 1073, 642, 556, 3136, 2563, 80, 3631, 572]"
31.0,47.2,8,3,"[2577, 2045, 302, 2419, 2054, 1308, 2536, 1839, 830, 2616, 3277, 1117, 919, 3068, 2669, 2521, 202, 572, 2650, 1511, 1235, 1981, 556, 3782, 2696, 80, 3639, 3631, 3405, 237, 462]"
6.0,11.46,4,2,"[2577, 1263, 572, 3277, 3136, 556]"
23.0,37.28,7,3,"[2577, 572, 2045, 92, 2054, 2616, 3068, 2439, 748, 3136, 2385, 3277, 2028, 3631, 3183, 3782, 2650, 2696, 556, 80, 1981, 1235, 2521]"
22.0,35.47,6,3,"[2577, 2045, 2054, 202, 3277, 1308, 2616, 302, 843, 3068, 556, 80, 2419, 1117, 1589, 919, 2650, 572, 3639, 1235, 2536, 830]"
10.0,16.74,6,2,"[2577, 3277, 2045, 3699, 556, 1657, 3183, 2616, 58, 572]"
40.0,58.88,8,3,"[2577, 2045, 1839, 2419, 830, 1308, 302, 1117, 919, 2054, 2616, 2669, 2536, 2696, 80, 3639, 2521, 572, 3277, 3631, 2650, 3068, 1981, 3405, 237, 462, 185, 1235, 278, 26, 2529, 3560, 1466, 1229, 1511, 556, 996, 1605, 288, 3782]"
36.0,54.29,8,3,"[2577, 2045, 302, 2419, 2054, 1308, 3277, 2696, 2616, 3068, 202, 3225, 321, 556, 1193, 330, 2650, 572, 80, 3782, 1981, 1235, 3183, 2028, 2521, 894, 1163, 3631, 2776, 1693, 6, 2479, 2338, 3223, 1739, 185]"
17.0,29.09,8,3,"[2577, 572, 2045, 92, 2616, 3068, 2054, 1746, 2419, 1573, 894, 3136, 556, 3277, 3183, 2521, 1981]"
5.0,9.69,4,2,"[2103, 795, 1547, 2650, 572]"
12.0,19.66,6,2,"[2577, 1468, 3277, 202, 2054, 1308, 3136, 556, 3068, 2616, 302, 572]"
23.0,38.58,5,3,"[2577, 2207, 3064, 2114, 2563, 2536, 3277, 3360, 17, 3458, 642, 3068, 982, 2696, 894, 1235, 3136, 830, 556, 2650, 795, 572, 1132]"
39.0,57.14,7,3,"[2577, 2045, 2691, 704, 3518, 2054, 3068, 2385, 2696, 3183, 2616, 572, 3225, 321, 2028, 2650, 894, 1235, 3631, 1163, 1193, 3277, 2521, 2776, 3782, 1981, 2038, 556, 3136, 6, 2479, 2338, 3223, 741, 185, 1511, 278, 2529, 202]"
22.0,36.62,5,3,"[2577, 3277, 3064, 2114, 2405, 764, 3360, 3136, 17, 3639, 556, 3068, 1132, 2385, 1235, 1589, 919, 2650, 795, 830, 572, 1117]"
15.0,26.68,7,3,"[2577, 572, 2045, 92, 2616, 3068, 2054, 1746, 2419, 2385, 2650, 1559, 556, 3277, 3183]"
25.0,41.57,6,3,"[2577, 2114, 3064, 2207, 2536, 3277, 2373, 17, 3068, 2405, 3366, 1117, 2419, 919, 2855, 2028, 3136, 1132, 2650, 795, 572, 556, 2521, 894, 1235]"
10.0,15.15,7,2,"[2577, 231, 2751, 1839, 462, 572, 1243, 3183, 2616, 2054]"
30.0,48.16,6,3,"[2577, 2114, 3064, 2536, 3277, 2207, 1316, 17, 3458, 642, 3068, 1132, 3360, 3136, 2696, 556, 80, 1117, 2650, 830, 2385, 1981, 3782, 1193, 202, 1163, 2529, 3631, 1235, 572]"
46.0,68.17,7,3,"[2577, 2114, 3064, 830, 3068, 3277, 17, 2536, 795, 3360, 1132, 919, 80, 3136, 2385, 556, 3183, 2028, 2650, 2521, 1981, 894, 1163, 2776, 2038, 6, 2479, 2338, 3223, 1739, 185, 1235, 1273, 3458, 3560, 2529, 2207, 288, 996, 642, 2696, 1229, 278, 1466, 1605, 202]"
28.0,44.28,8,3,"[2577, 2045, 302, 2419, 2054, 1308, 3277, 330, 1869, 3068, 2616, 2696, 202, 3225, 3525, 321, 556, 2650, 3631, 572, 80, 1981, 3782, 3183, 1235, 894, 2028, 2521]"
21.0,34.98,4,3,"[2577, 919, 3064, 2114, 17, 80, 572, 830, 3277, 3068, 2364, 3136, 2536, 795, 3458, 642, 2696, 556, 1132, 2650, 2207]"
45.0,65.98,8,3,"[2577, 3064, 2114, 886, 3277, 2054, 1308, 2419, 556, 3136, 202, 2616, 3068, 2794, 2536, 3225, 321, 2650, 572, 1193, 3782, 1235, 3183, 2028, 2521, 1981, 894, 1163, 2776, 2881, 887, 2479, 2338, 3223, 1739, 185, 1511, 278, 2529, 3560, 1466, 1229, 996, 1605, 288]"
45.0,66.71,7,3,"[2577, 3064, 3277, 2114, 2405, 764, 3360, 2419, 202, 3136, 2616, 2536, 3068, 556, 1235, 3225, 321, 2650, 795, 1193, 572, 3782, 3183, 2028, 2521, 1981, 894, 1163, 2776, 2881, 887, 2479, 2338, 3223, 1739, 185, 1511, 278, 2529, 3560, 1466, 1229, 996, 1354, 288]"
35.0,53.73,7,3,"[2577, 2207, 3064, 2114, 2373, 3366, 1786, 3277, 17, 2419, 2855, 1117, 3068, 2028, 2521, 919, 2338, 2405, 3223, 2650, 795, 572, 1739, 185, 1511, 278, 1132, 2529, 3560, 3241, 1235, 3136, 1229, 556, 996]"
4.0,8.54,3,2,"[2577, 572, 1395, 2419]"
11.0,13.54,8,2,"[2577, 1960, 1367, 2060, 644, 3716, 17, 2861, 2012, 692, 567]"
20.0,31.82,8,3,"[2577, 572, 3183, 2045, 830, 1276, 3068, 202, 92, 1904, 1685, 1746, 2419, 894, 3136, 2054, 1573, 1981, 556, 3277]"
29.0,45.73,8,3,"[2577, 572, 92, 2045, 2054, 1746, 2616, 3068, 2419, 1559, 3277, 3136, 3225, 2650, 2028, 2385, 894, 2521, 80, 556, 321, 3183, 1235, 3782, 1193, 2771, 1163, 2529, 2071]"
44.0,63.71,7,3,"[2577, 2207, 3064, 2114, 2373, 3366, 1786, 2696, 3277, 2616, 3183, 11, 3068, 3225, 321, 2028, 894, 2521, 3223, 2650, 1163, 572, 1193, 1981, 2338, 185, 2776, 3782, 2038, 278, 6, 2479, 202, 741, 1511, 1235, 1466, 1605, 3136, 3560, 2529, 996, 1229, 556]"
10.0,17.63,4,2,"[2577, 572, 3056, 92, 2114, 17, 2828, 3136, 556, 3277]"
27.0,42.01,8,2,"[2577, 2045, 302, 2419, 1308, 1839, 830, 2054, 2616, 2536, 3068, 1169, 2669, 919, 202, 3277, 2521, 1511, 572, 1981, 2650, 3782, 2696, 80, 3639, 556, 1235]"
41.0,62.1,6,3,"[2577, 2114, 3064, 3639, 3277, 3405, 2034, 17, 3068, 3360, 3136, 2536, 3458, 556, 3631, 1132, 80, 3389, 2385, 2650, 1220, 1117, 1385, 642, 2207, 795, 3165, 3784, 572, 2338, 1589, 1235, 321, 919, 278, 3275, 2315, 7, 1163, 2529, 2696]"
23.0,37.4,6,3,"[2577, 2187, 2317, 3165, 1164, 3064, 3405, 3068, 1758, 894, 795, 572, 3360, 3136, 2114, 3458, 17, 2696, 556, 3277, 1132, 1235, 2650]"
46.0,66.89,8,3,"[2577, 572, 92, 2045, 1746, 2419, 2616, 3068, 1559, 3631, 2696, 2054, 3225, 2650, 2385, 321, 1193, 3782, 1235, 556, 3277, 3183, 2028, 2521, 1981, 894, 1163, 2776, 2038, 6, 2479, 2338, 202, 3223, 1739, 185, 1511, 114, 2529, 3560, 1466, 1229, 996, 1605, 288, 2536]"
13.0,22.53,6,2,"[2577, 2045, 302, 198, 2419, 1308, 2536, 572, 2616, 3068, 3277, 3183, 202]"
14.0,24.19,7,3,"[2577, 572, 2045, 92, 2616, 3068, 2054, 2007, 2419, 1573, 894, 3136, 556, 3277]"
25.0,39.52,7,3,"[2577, 2045, 202, 1308, 2054, 3277, 2616, 3068, 302, 80, 556, 3136, 2778, 2419, 3366, 919, 2650, 1117, 572, 2855, 2028, 2536, 2521, 894, 1235]"
44.0,63.71,7,3,"[2577, 2187, 2317, 3165, 1164, 3064, 3405, 1758, 795, 894, 3068, 3360, 572, 3458, 2028, 2521, 3223, 1163, 3136, 2114, 1193, 1981, 2696, 556, 2650, 1235, 3277, 2338, 185, 2776, 3782, 2038, 278, 6, 2479, 202, 3306, 1511, 1466, 1605, 3560, 2529, 996, 1229]"
7.0,12.91,5,2,"[1972, 572, 3375, 2419, 996, 1229, 556]"
6.0,11.0,5,2,"[2577, 572, 2045, 3136, 60, 3277]"
39.0,57.18,6,3,"[2577, 919, 2321, 2114, 17, 80, 572, 2385, 3183, 2616, 3277, 3068, 3225, 321, 2028, 3136, 894, 1235, 3631, 1163, 2650, 2696, 556, 1193, 2521, 2776, 3782, 1981, 2038, 6, 2479, 2338, 3223, 741, 185, 1511, 278, 2529, 202]"
9.0,16.42,5,2,"[2577, 572, 2045, 1791, 2616, 2114, 3068, 556, 3277]"
14.0,18.5,8,2,"[2577, 1960, 1367, 2060, 644, 3716, 17, 1233, 2012, 692, 567, 3183, 2521, 1981]"
20.0,32.37,6,2,"[2550, 2114, 3064, 202, 3277, 1308, 3136, 830, 2536, 556, 2616, 3068, 302, 80, 2419, 919, 2650, 572, 3631, 1981]"
37.0,55.02,7,3,"[2103, 795, 1547, 2650, 572, 2054, 3068, 2385, 2696, 3183, 2616, 3225, 321, 2028, 894, 1235, 2176, 1163, 1193, 3277, 2521, 2776, 3782, 1981, 2038, 556, 3136, 6, 2479, 2338, 3223, 741, 185, 1511, 278, 2529, 202]"
34.0,52.6,7,3,"[2577, 3405, 3064, 2114, 2034, 3639, 3277, 17, 3360, 3458, 3068, 3631, 1132, 80, 3389, 2536, 2385, 556, 3136, 2650, 1466, 1605, 1739, 1229, 2207, 1538, 728, 996, 2264, 572, 3560, 1235, 278, 919]"
41.0,61.62,8,3,"[2577, 919, 3064, 572, 2457, 2536, 17, 830, 2114, 3405, 3068, 80, 1758, 2034, 1117, 795, 3277, 2385, 3389, 1589, 1385, 3136, 2650, 2069, 2573, 3458, 2696, 1132, 556, 2861, 1235, 2543, 567, 321, 278, 3275, 2315, 7, 1163, 2529, 3360]"
3.0,6.14,2,2,"[2577, 572, 1072]"
17.0,30.02,5,2,"[2577, 2559, 302, 198, 2419, 1308, 2616, 572, 2536, 3183, 3068, 202, 556, 3277, 2650, 795, 1132]"
39.0,56.51,8,3,"[2577, 2045, 2691, 2054, 704, 58, 1243, 795, 2405, 3366, 572, 2536, 1132, 2419, 2855, 1406, 3277, 2207, 2028, 894, 2521, 919, 2650, 2712, 3784, 1758, 2851, 2069, 556, 2742, 2997, 3473, 3136, 1235, 278, 2529, 2338, 202, 2696]"
25.0,37.85,8,3,"[1809, 2114, 3064, 2536, 2207, 3277, 1316, 17, 1685, 1746, 1573, 3068, 894, 2419, 2997, 3473, 3136, 2696, 556, 1308, 2054, 1981, 1617, 202, 572]"
43.0,63.33,8,3,"[2577, 2045, 302, 2536, 2054, 2419, 1308, 1839, 3560, 278, 2616, 3277, 186, 2529, 3068, 2038, 321, 572, 830, 2650, 202, 3183, 1235, 556, 690, 894, 2028, 1466, 3136, 3782, 2521, 2696, 1229, 996, 1193, 1605, 288, 6, 1163, 3223, 2338, 2479, 1739]"
12.0,17.94,7,2,"[2577, 231, 2751, 1839, 462, 2147, 1243, 556, 3277, 2616, 3183, 2054]"
11.0,19.19,5,2,"[2577, 3064, 2612, 2536, 2207, 3277, 1316, 17, 556, 3068, 572]"
