n_nodes,influence,communities,time,nodes
24.0,641.73,8,13,"[2054, 3068, 2231, 1471, 2650, 3685, 2444, 541, 2534, 3277, 3622, 92, 2616, 1881, 3471, 572, 1901, 1251, 1671, 145, 3499, 371, 2111, 2419]"
7.0,297.21,5,12,"[630, 3495, 3277, 3426, 3622, 2650, 2419]"
6.0,269.56,6,13,"[2054, 1663, 86, 2864, 2419, 572]"
8.0,322.05,8,13,"[2054, 1518, 1858, 2444, 2650, 92, 640, 572]"
19.0,554.87,8,13,"[2054, 1518, 3277, 914, 3375, 499, 2650, 887, 1157, 798, 3183, 572, 92, 3791, 1045, 3471, 1834, 2440, 145]"
5.0,253.35,6,12,"[2054, 3068, 1017, 572, 3277]"
13.0,481.25,7,13,"[2054, 3068, 2231, 2931, 2650, 2444, 541, 3622, 92, 3277, 2419, 2616, 572]"
20.0,593.78,8,13,"[2054, 1663, 1308, 3028, 2108, 3791, 3277, 2650, 1088, 869, 92, 1901, 996, 1834, 2440, 572, 3471, 145, 2534, 2419]"
11.0,466.16,8,14,"[2054, 1518, 1858, 2444, 92, 2650, 863, 3622, 572, 3277, 2419]"
2.0,103.67,3,9,"[1202, 572]"
25.0,659.07,7,13,"[2054, 3068, 2632, 572, 3277, 499, 1741, 2650, 545, 3344, 666, 1251, 2440, 996, 1834, 2255, 1671, 3471, 1464, 3622, 3685, 1088, 145, 2419, 2534]"
29.0,701.31,8,13,"[1515, 1518, 923, 2616, 2565, 145, 295, 1045, 2034, 2650, 572, 996, 2255, 3198, 44, 524, 2060, 2577, 535, 2226, 1088, 2822, 1619, 3622, 3277, 1834, 3471, 2864, 2419]"
31.0,709.45,8,13,"[2054, 3068, 3028, 1308, 2650, 2534, 1045, 2280, 2034, 996, 1840, 44, 812, 3277, 2577, 572, 2616, 2226, 1464, 2114, 1945, 1088, 3622, 1112, 2822, 1619, 1834, 3471, 2864, 145, 2419]"
10.0,400.73,6,12,"[3792, 1663, 1308, 3028, 1045, 58, 330, 3277, 2650, 572]"
17.0,512.99,8,13,"[2054, 1518, 1308, 3028, 2108, 2650, 92, 3277, 3791, 996, 1088, 869, 1881, 3471, 1724, 572, 2419]"
6.0,226.02,7,11,"[2054, 1663, 1802, 2444, 2650, 92]"
16.0,547.65,6,13,"[1515, 3068, 3277, 914, 499, 1152, 1045, 3183, 1157, 2920, 2650, 572, 330, 3471, 2864, 2419]"
5.0,253.66,5,12,"[1202, 572, 2650, 167, 330]"
15.0,467.18,8,13,"[2054, 1663, 1802, 2444, 92, 2650, 2000, 1834, 572, 145, 2255, 1671, 851, 1088, 2419]"
17.0,572.16,7,13,"[2111, 1518, 1858, 2444, 92, 2650, 863, 1834, 572, 145, 2255, 3622, 2419, 3277, 1671, 2534, 1088]"
